FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
197301,18,1415,1005769,10029829,"D","01/18/1973 14:15:00",,"","",197301
197303,31,1820,1005770,10112046,"D","03/31/1973 18:20:00",,"","",197303
197303,31,1715,1005771,9996767,"D","03/31/1973 17:15:00",,"","",197303
197303,31,1815,1005772,9996769,"D","03/31/1973 18:15:00",,"","",197303
197303,10,140,1005773,10136387,"D","03/10/1973 01:40:00",,"","",197303
197303,10,621,1005774,10136395,"D","03/10/1973 06:21:00",,"","",197303
197303,15,200,1005775,10126471,"D","03/15/1973 02:00:00",,"","",197303
197304,20,1015,1005776,9984492,"D","04/20/1973 10:15:00",,"","",197304
197304,20,1730,1005777,10058166,"D","04/20/1973 17:30:00",,"","",197304
197304,27,315,1005778,10089183,"D","04/27/1973 03:15:00",,"","",197304
197304,15,415,1005779,10133028,"D","04/15/1973 04:15:00",,"","",197304
197304,15,1720,1005780,10133035,"D","04/15/1973 17:20:00",,"","",197304
197305,27,1750,1005781,9977074,"D","05/27/1973 17:50:00",,"","",197305
197305,27,1816,1005782,9977079,"D","05/27/1973 18:16:00",,"","",197305
197305,27,1900,1005783,9977080,"D","05/27/1973 19:00:00",,"","",197305
197305,27,1720,1005784,9977072,"D","05/27/1973 17:20:00",,"","",197305
197305,8,410,1005785,9975944,"D","05/08/1973 04:10:00",,"","",197305
197305,26,2315,1005786,9983392,"D","05/26/1973 23:15:00",,"","",197305
197305,1,2030,1005787,10059067,"D","05/01/1973 20:30:00",,"","",197305
197305,27,1315,1005788,10048176,"D","05/27/1973 13:15:00",,"","",197305
197305,9,1337,1005789,10054625,"D","05/09/1973 13:37:00",,"","",197305
197305,10,1540,1005790,10087068,"D","05/10/1973 15:40:00",,"","",197305
197305,10,1638,1005791,10087072,"D","05/10/1973 16:38:00",,"","",197305
197305,24,1600,1005792,10093436,"D","05/24/1973 16:00:00",,"","",197305
197305,26,1600,1005793,10093441,"D","05/26/1973 16:00:00",,"","",197305
197305,26,1425,1005794,10023587,"D","05/26/1973 14:25:00",,"","",197305
197305,26,1200,1005795,9999440,"D","05/26/1973 12:00:00",,"","",197305
197305,28,1520,1005796,9996810,"D","05/28/1973 15:20:00",,"","",197305
197306,24,1845,1005797,10112157,"D","06/24/1973 18:45:00",,"","",197306
197306,18,340,1005798,10013351,"D","06/18/1973 03:40:00",,"","",197306
197307,1,1715,1005799,10112165,"D","07/01/1973 17:15:00",,"","",197307
197308,28,1140,1005800,10039885,"D","08/28/1973 11:40:00",,"","",197308
197309,25,1630,1005801,10020266,"D","09/25/1973 16:30:00",,"","",197309
197309,25,1825,1005802,10020274,"D","09/25/1973 18:25:00",,"","",197309
197311,24,2000,1005803,9980014,"D","11/24/1973 20:00:00",,"","",197311
197311,27,1245,1005804,10053886,"D","11/27/1973 12:45:00",,"","",197311
197311,24,445,1005805,10057691,"D","11/24/1973 04:45:00",,"","",197311
197311,19,1930,1005806,10092383,"D","11/19/1973 19:30:00",,"","",197311
197311,19,1948,1005807,10092386,"D","11/19/1973 19:48:00",,"","",197311
197311,24,2225,1005808,10057692,"D","11/24/1973 22:25:00",,"","",197311
197312,13,1430,1005809,10114447,"D","12/13/1973 14:30:00",,"","",197312
197312,13,1503,1005810,10114448,"D","12/13/1973 15:03:00",,"","",197312
