FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
197801,7,1605,1005983,9980108,"D","01/07/1978 16:05:00",,"","",197801
197801,26,110,1005984,10152145,"D","01/26/1978 01:10:00",,"","",197801
197804,18,30,1005985,10050882,"D","04/18/1978 00:30:00",,"","",197804
197805,31,1600,1005986,10023952,"D","05/31/1978 16:00:00",,"","",197805
197805,4,947,1005987,9998971,"D","05/04/1978 09:47:00",,"","",197805
197805,26,2219,1005988,10128722,"D","05/26/1978 22:19:00",,"","",197805
197806,17,1815,1005989,10023965,"D","06/17/1978 18:15:00",,"","",197806
197806,25,1210,1005990,10003284,"D","06/25/1978 12:10:00",,"","",197806
197807,5,145,1005991,10053685,"D","07/05/1978 01:45:00",,"","",197807
197807,31,1130,1005992,10088807,"D","07/31/1978 11:30:00",,"","",197807
197807,23,1505,1005993,10118045,"D","07/23/1978 15:05:00",,"","",197807
197807,4,2034,1005994,10082858,"D","07/04/1978 20:34:00",,"","",197807
197807,5,205,1005995,10053687,"D","07/05/1978 02:05:00",,"","",197807
197808,29,630,1005996,10063970,"D","08/29/1978 06:30:00",,"","",197808
197809,16,1935,1005997,10013861,"D","09/16/1978 19:35:00",,"","",197809
197809,16,1955,1005998,10013864,"D","09/16/1978 19:55:00",,"","",197809
197812,3,325,1005999,9982360,"D","12/03/1978 03:25:00",,"","",197812
197812,3,150,1006000,10029982,"D","12/03/1978 01:50:00",,"","",197812
197812,3,338,1006001,10029987,"D","12/03/1978 03:38:00",,"","",197812
