FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201001,2,0,5907,200978,"D","01/02/2010 00:00:00",28,"M","Outside/Open Areas",999999
201001,9,0,5949,201328,"D","01/09/2010 00:00:00",58,"M","Outside/Open Areas",999999
201001,7,0,6231,201898,"I","01/07/2010 00:00:00",75,"F","Vehicle/Towed Trailer",999999
201001,7,0,5957,202718,"I","01/07/2010 00:00:00",41,"F","Outside/Open Areas",999999
201001,8,0,5958,202773,"I","01/08/2010 00:00:00",58,"F","Outside/Open Areas",999999
201001,25,0,6281,203220,"D","01/25/2010 00:00:00",86,"M","Outside/Open Areas",999999
201001,26,0,6391,203360,"I","01/26/2010 00:00:00",85,"M","Outside/Open Areas",999999
201001,9,0,6326,203409,"I","01/09/2010 00:00:00",49,"M","Mobile/Trailer Home",999999
201001,20,0,6002,203520,"I","01/20/2010 00:00:00",,"","Permanent Home",999999
201001,23,0,6341,204129,"I","01/23/2010 00:00:00",31,"M","Outside/Open Areas",999999
201001,12,0,6081,204606,"D","01/12/2010 00:00:00",85,"F","Permanent Home",999999
201001,21,0,6082,204607,"D","01/21/2010 00:00:00",61,"F","Outside/Open Areas",999999
201002,4,0,6107,205181,"D","02/04/2010 00:00:00",55,"M","Vehicle/Towed Trailer",999999
201002,6,0,6108,205222,"D","02/06/2010 00:00:00",50,"M","Outside/Open Areas",999999
201001,24,0,6122,205518,"D","01/24/2010 00:00:00",65,"M","In Water",999999
201002,10,0,6501,205568,"D","02/10/2010 00:00:00",51,"M","Outside/Open Areas",999999
201002,3,0,6296,205842,"I","02/03/2010 00:00:00",39,"M","Vehicle/Towed Trailer",999999
201002,11,0,6148,205975,"D","02/11/2010 00:00:00",45,"M","In Water",999999
201001,27,0,6140,206027,"I","01/27/2010 00:00:00",88,"F","Outside/Open Areas",999999
201002,4,0,6139,206035,"I","02/04/2010 00:00:00",45,"F","Vehicle/Towed Trailer",999999
201001,7,0,6387,206843,"I","01/07/2010 00:00:00",43,"M","Vehicle/Towed Trailer",999999
201002,21,0,6186,208054,"D","02/21/2010 00:00:00",30,"M","Outside/Open Areas",999999
201002,15,0,6195,208235,"I","02/15/2010 00:00:00",45,"M","Outside/Open Areas",999999
201002,15,0,6194,208252,"I","02/15/2010 00:00:00",35,"F","Vehicle/Towed Trailer",999999
201002,14,0,6320,208256,"I","02/14/2010 00:00:00",20,"F","Vehicle/Towed Trailer",999999
201002,15,0,6321,208256,"I","02/15/2010 00:00:00",57,"M","Vehicle/Towed Trailer",999999
201001,20,0,6202,208476,"I","01/20/2010 00:00:00",51,"M","Vehicle/Towed Trailer",999999
201001,18,0,6228,209481,"I","01/18/2010 00:00:00",46,"M","Vehicle/Towed Trailer",999999
201001,7,0,6359,209683,"I","01/07/2010 00:00:00",19,"M","Vehicle/Towed Trailer",999999
201001,7,0,6360,209689,"I","01/07/2010 00:00:00",75,"M","Vehicle/Towed Trailer",999999
201002,17,0,6278,209886,"D","02/17/2010 00:00:00",54,"M","In Water",999999
201001,8,0,6322,210174,"I","01/08/2010 00:00:00",99,"F","Permanent Home",999999
201001,8,0,6324,210192,"D","01/08/2010 00:00:00",71,"M","Outside/Open Areas",999999
201001,22,0,6283,210848,"D","01/22/2010 00:00:00",54,"M","Outside/Open Areas",999999
201001,24,0,6336,210909,"D","01/24/2010 00:00:00",42,"M","Outside/Open Areas",999999
201001,27,0,6337,210910,"D","01/27/2010 00:00:00",51,"M","Outside/Open Areas",999999
201001,29,0,6338,210915,"D","01/29/2010 00:00:00",48,"M","Outside/Open Areas",999999
201001,28,0,6290,211011,"D","01/28/2010 00:00:00",92,"F","Outside/Open Areas",999999
201001,18,0,6331,211032,"I","01/18/2010 00:00:00",70,"F","Vehicle/Towed Trailer",999999
201001,18,0,6332,211032,"I","01/18/2010 00:00:00",75,"F","Vehicle/Towed Trailer",999999
201001,18,0,6333,211032,"I","01/18/2010 00:00:00",68,"F","Vehicle/Towed Trailer",999999
201003,10,0,6481,211038,"D","03/10/2010 00:00:00",79,"M","Permanent Home",999999
201001,29,0,6307,211096,"I","01/29/2010 00:00:00",,"","Vehicle/Towed Trailer",999999
201001,19,0,6297,211235,"D","01/19/2010 00:00:00",,"F","Mobile/Trailer Home",999999
201003,14,0,6378,211312,"I","03/14/2010 00:00:00",60,"M","Vehicle/Towed Trailer",999999
201001,28,0,6342,211316,"I","01/28/2010 00:00:00",31,"M","Vehicle/Towed Trailer",999999
201002,8,0,6298,211467,"I","02/08/2010 00:00:00",,"M","Outside/Open Areas",999999
201001,3,0,6299,211471,"D","01/03/2010 00:00:00",51,"M","Outside/Open Areas",999999
201001,4,0,6300,211471,"D","01/04/2010 00:00:00",55,"M","Outside/Open Areas",999999
