FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
199101,14,1818,1006419,10136949,"D","01/14/1991 18:18:00",,"","",199101
199103,29,530,1006420,9981531,"D","03/29/1991 05:30:00",,"","",199103
199103,27,1830,1006421,10055287,"D","03/27/1991 18:30:00",,"","",199103
199103,27,2052,1006422,10055334,"D","03/27/1991 20:52:00",,"","",199103
199103,27,2100,1006423,10055338,"D","03/27/1991 21:00:00",,"","",199103
199103,22,1635,1006424,10118694,"D","03/22/1991 16:35:00",,"","",199103
199103,22,1805,1006425,10118701,"D","03/22/1991 18:05:00",,"","",199103
199103,22,1801,1006426,10030616,"D","03/22/1991 18:01:00",,"","",199103
199103,27,1920,1006427,10016910,"D","03/27/1991 19:20:00",,"","",199103
199103,27,1935,1006428,10016917,"D","03/27/1991 19:35:00",,"","",199103
199103,27,1405,1006429,10161610,"D","03/27/1991 14:05:00",,"","",199103
199104,26,1657,1006430,10034564,"D","04/26/1991 16:57:00",,"","",199104
199104,26,1730,1006431,10034568,"D","04/26/1991 17:30:00",,"","",199104
199104,26,1740,1006432,10034571,"D","04/26/1991 17:40:00",,"","",199104
199104,26,1826,1006433,10034579,"D","04/26/1991 18:26:00",,"","",199104
199104,28,1645,1006434,10046892,"D","04/28/1991 16:45:00",,"","",199104
199104,12,600,1006435,10044623,"D","04/12/1991 06:00:00",,"","",199104
199104,26,1235,1006436,10048286,"D","04/26/1991 12:35:00",,"","",199104
199104,26,1910,1006437,10102353,"D","04/26/1991 19:10:00",,"","",199104
199104,26,2005,1006438,10102359,"D","04/26/1991 20:05:00",,"","",199104
199104,10,900,1006439,10000203,"D","04/10/1991 09:00:00",,"","",199104
199104,21,700,1006440,10001053,"D","04/21/1991 07:00:00",,"","",199104
199104,9,1547,1006441,10147583,"D","04/09/1991 15:47:00",,"","",199104
199104,9,1618,1006442,10147589,"D","04/09/1991 16:18:00",,"","",199104
199105,31,1820,1006443,10052012,"D","05/31/1991 18:20:00",,"","",199105
199105,1,1545,1006444,10075313,"D","05/01/1991 15:45:00",,"","",199105
199105,26,1250,1006445,10034626,"D","05/26/1991 12:50:00",,"","",199105
199105,6,1315,1006446,10115323,"D","05/06/1991 13:15:00",,"","",199105
199105,30,1830,1006447,10096762,"D","05/30/1991 18:30:00",,"","",199105
199105,5,1935,1006448,10112323,"D","05/05/1991 19:35:00",,"","",199105
199105,5,1715,1006449,10004771,"D","05/05/1991 17:15:00",,"","",199105
199105,31,1600,1006450,10005878,"D","05/31/1991 16:00:00",,"","",199105
199105,17,1420,1006451,10027528,"D","05/17/1991 14:20:00",,"","",199105
199105,28,2230,1006452,10162763,"D","05/28/1991 22:30:00",,"","",199105
199106,12,1410,1006453,10080764,"D","06/12/1991 14:10:00",,"","",199106
199106,12,1450,1006454,10080768,"D","06/12/1991 14:50:00",,"","",199106
199106,1,1415,1006455,10112336,"D","06/01/1991 14:15:00",,"","",199106
199107,5,1835,1006456,10050642,"D","07/05/1991 18:35:00",,"","",199107
199107,7,1038,1006457,10025321,"D","07/07/1991 10:38:00",,"","",199107
199108,18,1435,1006458,10082576,"D","08/18/1991 14:35:00",,"","",199108
199108,8,1506,1006459,10029585,"D","08/08/1991 15:06:00",,"","",199108
199111,29,1809,1006460,10071109,"D","11/29/1991 18:09:00",,"","",199111
