FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201104,15,0,9144,289571,"D","04/15/2011 00:00:00",7,"M","Permanent Home",999999
201104,26,0,9730,289592,"D","04/26/2011 00:00:00",1,"M","Permanent Home",999999
201104,25,0,9138,289612,"D","04/25/2011 00:00:00",63,"M","Mobile/Trailer Home",999999
201104,25,0,9139,289612,"D","04/25/2011 00:00:00",55,"M","Mobile/Trailer Home",999999
201104,25,0,9140,289612,"D","04/25/2011 00:00:00",45,"M","Other",999999
201104,25,0,9141,289612,"D","04/25/2011 00:00:00",45,"F","Other",999999
201103,19,0,8793,290103,"D","03/19/2011 00:00:00",46,"M","Vehicle/Towed Trailer",999999
201103,16,0,8792,290109,"D","03/16/2011 00:00:00",35,"M","In Water",999999
201104,27,0,8753,290116,"D","04/27/2011 00:00:00",22,"M","In Water",999999
201104,27,0,8754,290116,"D","04/27/2011 00:00:00",18,"M","In Water",999999
201104,27,0,8755,290116,"D","04/27/2011 00:00:00",12,"M","In Water",999999
201103,22,0,8756,290503,"I","03/22/2011 00:00:00",69,"F","Vehicle/Towed Trailer",999999
201104,11,0,16435,290523,"D","04/11/2011 00:00:00",26,"M","Unknown",999999
201102,8,0,8757,290786,"D","02/08/2011 00:00:00",33,"M","Outside/Open Areas",999999
201104,15,0,8764,290951,"D","04/15/2011 00:00:00",6,"M","Permanent Home",999999
201104,15,0,8763,290952,"D","04/15/2011 00:00:00",56,"M","Mobile/Trailer Home",999999
201104,15,0,8765,290959,"D","04/15/2011 00:00:00",24,"M","Mobile/Trailer Home",999999
201104,15,0,8766,290959,"D","04/15/2011 00:00:00",1,"F","Mobile/Trailer Home",999999
201103,21,0,8786,290997,"I","03/21/2011 00:00:00",65,"F","Vehicle/Towed Trailer",999999
201102,3,0,8777,291087,"I","02/03/2011 00:00:00",,"","Vehicle/Towed Trailer",999999
201102,3,0,8778,291103,"I","02/03/2011 00:00:00",,"","Vehicle/Towed Trailer",999999
201102,3,0,8779,291103,"I","02/03/2011 00:00:00",,"","Vehicle/Towed Trailer",999999
201102,3,0,8780,291136,"I","02/03/2011 00:00:00",,"","Vehicle/Towed Trailer",999999
201105,14,0,8788,291417,"D","05/14/2011 00:00:00",12,"M","In Water",999999
201105,14,0,8789,291544,"D","05/14/2011 00:00:00",17,"M","In Water",999999
201104,23,0,9029,291597,"D","04/23/2011 00:00:00",54,"M","Vehicle/Towed Trailer",999999
201103,20,0,8997,291601,"D","03/20/2011 00:00:00",77,"F","Vehicle/Towed Trailer",999999
201104,25,0,9035,291814,"D","04/25/2011 00:00:00",65,"M","Vehicle/Towed Trailer",999999
201103,5,0,8809,292185,"D","03/05/2011 00:00:00",21,"F","Permanent Home",999999
201103,26,0,8803,292351,"D","03/26/2011 00:00:00",26,"M","Outside/Open Areas",999999
201104,26,0,9682,292605,"D","04/26/2011 00:00:00",3,"M","Permanent Home",999999
201103,8,0,8810,293377,"D","03/08/2011 00:00:00",97,"F","Outside/Open Areas",999999
201104,27,0,9890,293821,"D","04/27/2011 00:00:00",,"F","Vehicle/Towed Trailer",999999
201104,27,0,9889,293825,"D","04/27/2011 00:00:00",45,"M","Vehicle/Towed Trailer",999999
201104,27,0,17283,294036,"D","04/27/2011 00:00:00",42,"F","Permanent Home",999999
201104,27,0,17284,294036,"D","04/27/2011 00:00:00",77,"M","Permanent Home",999999
201104,27,0,17285,294036,"D","04/27/2011 00:00:00",33,"F","Permanent Home",999999
201104,27,0,17286,294036,"D","04/27/2011 00:00:00",56,"F","Permanent Home",999999
201105,22,0,13861,294080,"D","05/22/2011 00:00:00",59,"M","Vehicle/Towed Trailer",999999
201104,15,0,8828,294306,"I","04/15/2011 00:00:00",50,"M","Outside/Open Areas",999999
201104,5,0,9722,294514,"I","04/05/2011 00:00:00",22,"M","Vehicle/Towed Trailer",999999
201103,15,0,8829,294833,"D","03/15/2011 00:00:00",44,"F","Permanent Home",999999
201104,4,0,8871,294862,"D","04/04/2011 00:00:00",4,"M","Permanent Home",999999
201104,4,0,8872,294862,"D","04/04/2011 00:00:00",34,"M","Permanent Home",999999
201103,26,0,8840,295231,"I","03/26/2011 00:00:00",21,"M","Vehicle/Towed Trailer",999999
201103,26,0,8841,295231,"I","03/26/2011 00:00:00",18,"M","Vehicle/Towed Trailer",999999
201103,26,0,8842,295231,"I","03/26/2011 00:00:00",18,"M","Vehicle/Towed Trailer",999999
201103,26,0,8843,295231,"I","03/26/2011 00:00:00",18,"M","Vehicle/Towed Trailer",999999
201103,26,0,8844,295231,"I","03/26/2011 00:00:00",18,"M","Vehicle/Towed Trailer",999999
201104,4,0,8845,295249,"I","04/04/2011 00:00:00",87,"M","Outside/Open Areas",999999
201103,11,0,8853,295299,"D","03/11/2011 00:00:00",25,"M","Outside/Open Areas",999999
201104,5,0,9862,295351,"D","04/05/2011 00:00:00",45,"M","Mobile/Trailer Home",999999
201104,4,0,8859,295378,"D","04/04/2011 00:00:00",,"M","Unknown",999999
