YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201806,124675,760803,1,3.17,"ENE","OLEANDER",34.44,-86.48,3426400,8628800
201806,124675,760804,1,1.49,"NNW","UNION GROVE",34.42,-86.46,3425200,8627600
201804,125150,750547,1,4.63,"NW","KREAMER ISLAND",26.82,-80.78,2649200,8046800
201804,125150,750549,1,1.51,"SSE","JUPITER INLET",26.91,-80.07,2654600,804200
201804,125150,750550,1,10.93,"NE","ELLIOT KEY",25.58,-80.1,2534800,806000
201804,125150,750552,1,3.34,"SW","GOVERNMENT CUT",25.73,-80.16,2543800,809600
201804,125150,750553,1,1.42,"ESE","GOVERNMENT CUT",25.76,-80.11,2545600,806600
201804,125150,750554,1,2.88,"N","BOCA RATON",26.3714,-80.0853,2622284,805118
201804,125151,750556,1,3.79,"E","PORT EVERGLADES",26.09,-80.07,265400,804200
201804,125151,750557,1,11.36,"E","PORT EVERGLADES",26.07,-79.95,264200,7957000
201804,125152,750558,1,4.63,"NW","KREAMER ISLAND",26.82,-80.78,2649200,8046800
201804,125153,750560,1,1.06,"S","SEMINOLE MANOR",26.5848,-80.0683,2635088,804098
201804,125154,750561,1,2.93,"SSE","JUPITER INLET",26.8932,-80.0562,2653592,803372
201804,125154,750562,1,.93,"NE","JUPITER INLET",26.94,-80.07,2656400,804200
201804,125154,750563,1,1.33,"SSE","JUPITER INLET",26.9116,-80.0734,2654696,804404
201804,125154,750564,1,9.71,"SSE","PORT OF PALM BEACH",26.6128,-80.0362,2636768,802172
201804,125154,750565,1,3.38,"ENE","PORT OF PALM BEACH",26.77,-80.02,2646200,801200
201804,125155,750570,1,2.78,"SW","CORAL SPGS",26.24,-80.25,2614400,8015000
201804,125155,750574,1,3.5,"WNW","CORAL SPGS",26.298,-80.267,2617880,8016020
201804,125155,750574,2,1.57,"NW","CORAL SPGS",26.286,-80.238,2617160,8014280
201804,123173,743959,1,1.09,"SSW","ALTO",32.3552,-91.8766,3221312,9152596
201804,123173,743959,2,2.17,"ESE","DEHLCO",32.3631,-91.7386,3221786,9144316
201804,123173,743960,1,.09,"SSE","ARCHIBALD",32.3489,-91.7791,3220934,9146746
201804,123173,743961,1,3.45,"S","DUNN",32.42,-91.58,3225200,9134800
201804,123173,743991,1,2.34,"W","CRIMEA",31.97,-91.39,3158200,9123400
201804,123174,738545,1,1.5,"NNE","NORTH CROSSETT",33.17,-91.94,3310200,9156400
201804,123174,738545,2,2.61,"ESE","PARKDALE",33.1121,-91.5059,336726,9130354
201804,123174,738546,1,4.49,"SSE","COSGROVE",33.24,-91.37,3314400,9122200
201804,123174,738546,2,1.77,"ESE","SUNNYSIDE",33.2876,-91.1533,3317256,919198
201804,123176,738554,1,1.11,"W","GREENVILLE",33.3991,-91.0691,3323946,914146
201804,123176,738554,2,1.78,"NE","GREENVILLE FAIRFLD A",33.4001,-91.0006,3324006,9136
201804,123176,738555,1,.58,"W","(GLH)GREENVILLE MUNI",33.48,-90.99,3328800,9059400
201804,123176,738556,1,1.15,"E","LELAND",33.4,-90.9,3324000,9054000
201804,123176,738557,1,.5,"NE","BOYLE",33.7056,-90.7245,3342336,9043470
201804,123176,738557,2,1.21,"SE","CLEVELAND",33.7387,-90.7141,3344322,9042846
201804,123176,738558,1,1.87,"WNW","RICHLAND",33.08,-90.53,334800,9031800
201804,123176,738559,1,.76,"SE","ITTA BENA",33.492,-90.3211,3329520,9019266
201804,123176,738560,1,3.21,"WNW","YAZOO CITY",32.87,-90.47,3252200,9028200
201804,123176,738561,1,.9,"SW","BENTON",32.82,-90.28,3249200,9016800
201804,123176,738562,1,1.36,"ENE","ROSE HILL",32.38,-90.78,3222800,9046800
201804,123176,738563,1,1.15,"W","FUTHEYVILLE",33.78,-89.8,3346800,8948000
201804,123176,738564,1,.47,"NNE","CARROLLTON",33.5067,-89.9183,3330402,8955098
201804,123176,743962,1,3.07,"WNW","FLORA LANE ARPT",32.5946,-90.3198,3235676,9019188
201804,123176,743963,1,2.32,"E","WAY",32.75,-89.99,3245000,8959400
201804,123176,743964,1,.89,"SW","RAYMOND",32.262,-90.4419,3215720,9026514
201804,123176,743965,1,1.56,"SW","WEST JACKSON",32.3057,-90.2207,3218342,9013242
201804,123176,743968,1,2.86,"SE","GLUCKSTADT",32.4874,-90.0497,3229244,902982
201804,123176,743968,2,1.81,"NW","BARNETT RES EAST",32.52,-89.99,3231200,8959400
201804,123176,743970,1,3.59,"NE","WAY",32.7893,-89.9895,3247358,8959370
201804,123176,743970,2,.9,"NW","CAMDEN",32.79,-89.84,3247400,8950400
201804,123176,743971,1,.97,"SE","SPRING RIDGE",32.171,-90.3172,3210260,9019032
201804,123176,743972,1,2.71,"SSW","BARNETT RES WEST",32.3821,-90.0423,3222926,902538
201804,123176,743973,1,.9,"NW","EUPORA",33.54,-89.29,3332400,8917400
201804,123176,743973,2,.9,"NE","EUPORA",33.54,-89.27,3332400,8916200
201804,123176,743974,1,1.5,"NNW","KOSCIUSKO",33.07,-89.59,334200,8935400
201804,123176,743975,1,1.88,"WNW","PIGGTOWN",32.66,-89.65,3239600,8939000
201804,123176,743976,1,2.71,"SW","CONWAY",32.82,-89.61,3249200,8936600
201804,123176,743977,1,1.03,"NNE","LUTHER",32.8344,-89.4753,3250064,8928518
201804,123176,743977,2,2.07,"S","REMUS",32.84,-89.35,3250400,8921000
201804,123176,743978,1,.9,"NW","STARKVILLE BRYAN ARP",33.44,-88.86,3326400,8851600
201804,123176,743978,2,.58,"E","STARKVILLE",33.47,-88.82,3328200,8849200
201804,123176,743979,1,2.58,"E","ALICE",32.9201,-89.2355,3255206,8914130
201804,123176,743980,1,1.46,"NNE","BURNSIDE",32.8705,-89.094,3252230,895640
201804,123176,743980,2,1.17,"NW","SPRING CREEK",32.84,-89.0463,3250400,892778
201804,123176,743981,1,.9,"SW","LOUISVILLE",33.12,-89.06,337200,893600
201804,123176,743982,1,.9,"SW","NOXAPATER",32.99,-89.06,3259400,893600
201804,123176,743983,1,3.53,"SSW","(CBM)COLUMBUS AFB",33.602,-88.4711,3336120,8828266
201804,123176,743984,1,1.8,"E","LAUREL",31.6963,-89.0998,3141778,895988
201804,123176,743985,1,.91,"SE","RALEIGH",32.02,-89.52,321200,8931200
201804,123176,743986,1,0,"N","MAGEE",31.87,-89.73,3152200,8943800
201804,123176,743987,1,1.38,"S","NEWTON OKEEFE ARPT",32.3,-89.13,3218000,897800
201804,123176,743988,1,1.89,"WSW","LOUIN",32.07,-89.26,324200,8915600
201804,123176,743989,1,0,"N","MANTEE",33.73,-89.05,3343800,893000
201804,123176,743990,1,.9,"SE","DODDSVILLE",33.66,-90.52,3339600,9031200
201804,123185,738590,1,.89,"SE","MORGANTOWN",35.49,-85.01,3529400,85600
201804,123185,738591,1,.56,"W","FORDTOWN",36.37,-84.13,3622200,847800
201804,123185,738592,1,.56,"E","ONEIDA",36.5,-84.51,3630000,8430600
201804,123185,738593,1,0,"N","HIGHLAND PARK",35.8,-84.27,3548000,8416200
201804,123185,738594,1,3.55,"SW","SAND LICK",36.36,-83.71,3621600,8342600
201804,123185,738595,1,1.68,"E","ST CLAIR",35.73,-84.79,3543800,8447400
201804,123185,738596,1,.89,"NW","TAZEWELL",36.46,-83.58,3627600,8334800
201804,123185,738597,1,.57,"W","CHICKAMAUGA",35.07,-85.26,354200,8515600
201804,123185,738598,1,1.31,"WSW","MORRISTOWN",36.21,-83.3,3612600,8318000
201804,123185,738599,1,.56,"W","JEFFERSON ESTATES",36.15,-83.43,369000,8325800
201804,123185,738600,1,.56,"W","JEFFERSON CITY",36.12,-83.49,367200,8329400
201804,123185,738601,1,0,"N","ATHENS",35.45,-84.6,3527000,8436000
201804,123185,738602,1,2.78,"W","PETTYJOHNS MILL",36.53,-82.5,3631800,8230000
201804,123186,738603,1,1.31,"WNW","JONESVILLE",36.69,-83.12,3641400,837200
201804,123186,738604,1,.55,"E","ABINGDON",36.71,-81.97,3642600,8158200
201804,123191,738628,1,.88,"S","(HOU)HOBBY ARPT",29.6375,-95.2825,2938250,9516950
201804,123191,738630,1,2.31,"E","ENGLEWOOD",29.782,-95.3115,2946920,9518690
