FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
197201,13,100,1005757,9977487,"D","01/13/1972 01:00:00",,"","",197201
197201,10,1025,1005758,9994558,"D","01/10/1972 10:25:00",,"","",197201
197204,19,1740,1005759,10095764,"D","04/19/1972 17:40:00",,"","",197204
197204,6,1845,1005760,10010123,"D","04/06/1972 18:45:00",,"","",197204
197204,6,2010,1005761,10010128,"D","04/06/1972 20:10:00",,"","",197204
197204,21,1720,1005762,10010159,"D","04/21/1972 17:20:00",,"","",197204
197204,5,1450,1005763,10146484,"D","04/05/1972 14:50:00",,"","",197204
197206,20,1830,1005764,10087041,"D","06/20/1972 18:30:00",,"","",197206
197206,25,1510,1005765,9998280,"D","06/25/1972 15:10:00",,"","",197206
197208,7,900,1005766,10073897,"D","08/07/1972 09:00:00",,"","",197208
197208,9,1330,1005767,10039850,"D","08/09/1972 13:30:00",,"","",197208
197211,13,245,1005768,10135264,"D","11/13/1972 02:45:00",,"","",197211
