YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
200608,1219198,5528341,1,3,"NNW","ELWOOD",42.03333,-90.76667,,
200608,1219198,5528267,1,,"","VAN HORNE",42.01667,-92.08333,,
200608,1219539,5528379,1,,"","GHENT",42.31667,-73.61667,,
200608,1219540,5528380,1,,"","COPAKE",42.1,-73.55,,
200608,1219541,5528381,1,,"","SALISBURY",41.98333,-73.41667,,
200608,1219542,5528382,1,,"","AMENIA",41.85,-73.56667,,
200608,1219543,5528383,1,,"","WEST CORNWALL",41.86667,-73.36667,,
200608,1219544,5528384,1,,"","SHARON",41.88333,-73.48333,,
200608,1220257,5530877,1,3,"W","LAWTON",48.3,-98.43333,,
200608,1220257,5530878,1,3,"W","BROCKET",48.21667,-98.41667,,
200608,1220257,5530879,1,10,"N","LAKOTA",48.18333,-98.35,,
200608,1220258,5530880,1,9,"NE","COOPERSTOWN",47.55,-97.98333,,
200608,1220258,5530881,1,5,"N","FINLEY",47.58333,-97.85,,
200608,1220258,5530882,1,11,"ENE","FINLEY",47.58333,-97.63333,,
200608,1220258,5530883,1,,"","HATTON",47.65,-97.46667,,
200608,1220258,5530884,1,6,"E","REYNOLDS",47.68333,-96.96667,,
200608,1220258,5530885,1,8,"ESE","THOMPSON",47.73333,-96.93333,,
200608,1220357,5530886,1,,"","",,,,
200608,1220261,5530985,1,,"","",,,,
200608,1220357,5530889,1,,"","",,,,
200608,1220357,5530890,1,,"","",,,,
200608,1220357,5530891,1,,"","",,,,
200608,1220357,5530892,1,,"","",,,,
200608,1220357,5530894,1,,"","",,,,
200608,1220357,5530895,1,,"","",,,,
200608,1220357,5530896,1,,"","",,,,
200608,1220357,5530897,1,,"","",,,,
200608,1220357,5530898,1,,"","",,,,
200608,1220357,5530902,1,,"","",,,,
200608,1220357,5530903,1,,"","",,,,
200608,1220357,5530904,1,,"","",,,,
200608,1220261,5530991,1,,"","",,,,
200608,1220262,5530993,1,,"","",,,,
200608,1220262,5530994,1,,"","",,,,
200608,1220262,5530995,1,,"","",,,,
200608,1220263,5530996,1,,"","",,,,
200608,1220263,5530997,1,,"","",,,,
200608,1220263,5530998,1,,"","",,,,
200608,1220263,5530999,1,,"","",,,,
200608,1220392,5531117,1,,"","",,,,
200608,1220271,5531187,1,,"","MONTICELLO",33.3,-83.68333,,
200608,1220271,5531188,1,,"","CENTER",34.05,-83.41667,,
200608,1220271,5531189,1,,"","HEAD RIVER",34.65,-85.5,,
200608,1220392,5531118,1,,"","",,,,
200608,1220395,5531193,1,,"","GRAND BLANC",,,,
200608,1220396,5531203,1,,"","SAGINAW RIVER MOUTH",,,,
200608,1220396,5531204,1,,"","BAY PORT",,,,
200608,1220396,5531205,1,,"","PORT HURON",,,,
200608,1220396,5531206,1,,"","PORT HURON",,,,
200609,1220397,5531207,1,3,"SE","FLUSHING",,,,
200609,1220397,5531208,1,1,"N","DUNDEE",41.96667,-83.65,,
200609,1220397,5531209,1,2,"SE","CLINTON",42.05,-83.93333,,
200608,1220398,5531210,1,2,"ESE","BURNSIDE",,,,
200606,1220515,5531211,1,10,"WNW","COLSTRIP",45.93333,-106.78333,,
200606,1220515,5531212,1,10,"N","COLSTRIP",46.03333,-106.58333,,
200606,1220515,5531213,1,3,"N","COLSTRIP",45.93333,-106.58333,,
200608,1220426,5531421,1,,"","BLOOMINGDALE",44.41667,-74.1,,
200608,1220427,5531422,1,,"","RAINBOW LAKE",44.46667,-74.16667,,
200606,1220515,5531225,1,,"","KINSEY",46.56667,-105.65,,
200606,1220515,5531226,1,20,"NE","MILES CITY",46.6,-105.53333,,
200606,1220515,5531227,1,,"","MILES CITY",46.4,-105.83333,,
200606,1220515,5531228,1,,"","ASHLAND",45.6,-106.26667,,
200606,1220515,5531229,1,,"","ASHLAND",45.6,-106.26667,,
200606,1220515,5531230,1,3,"SE","KNOWLTON",46.31667,-105.03333,,
200606,1220515,5531231,1,25,"NW","SONNETTE",45.66667,-106.21667,,
200606,1220515,5531232,1,35,"SE","MILES CITY",46.03333,-105.31667,,
200606,1220515,5531233,1,,"","ISMAY",46.5,-104.78333,,
200606,1220515,5531234,1,18,"S","FT SMITH",45.03333,-107.93333,,
200606,1220515,5531235,1,5,"SW","WEBSTER",46,-104.31667,,
200606,1220515,5531236,1,20,"S","BAKER",46.08333,-104.28333,,
200606,1220515,5531237,1,25,"SSE","BAKER",46.03333,-104.08333,,
200606,1220515,5531238,1,,"","BAKER",46.36667,-104.28333,,
200606,1220516,5531239,1,,"","BILLINGS",45.8,-108.48333,,
200606,1220516,5531240,1,2,"E","OTTER",45.2,-106.08333,,
200608,1220555,5531427,1,,"","MORRISTOWN",36.21667,-83.28333,,
200608,1220556,5531428,1,,"","MT VERNON",35.41667,-84.36667,,
200608,1220557,5531429,1,,"","COKER CREEK",35.26667,-84.3,,
200608,1220558,5531430,1,,"","COPPERHILL",35,-84.36667,,
200608,1220559,5531431,1,,"","CLAXTON",36.05,-84.1,,
200608,1220560,5531432,1,,"","COUNTYWIDE",36.68333,-83.1,,
200608,1220561,5531433,1,,"","BRICEVILLE",36.18333,-84.18333,,
200608,1220562,5531434,1,,"","LAKE CITY",36.21667,-84.15,,
200608,1220563,5531435,1,,"","SNEEDVILLE",36.53333,-83.21667,,
200608,1219198,5528339,1,5,"WSW","MAQUOKETA",42.03333,-90.76667,,
200608,1219198,5528340,1,5,"WSW","MAQUOKETA",42.03333,-90.78333,,
200608,1219385,5528350,1,7,"S","TUTTLE",47.05,-99.98333,,
200608,1219386,5528351,1,2,"E","STERLING",46.81667,-100.23333,,
200608,1219387,5528352,1,44,"W","SELFRIDGE",46.03333,-101.85,,
200608,1219388,5528353,1,25,"S","ELGIN",46.03333,-101.85,,
200608,1219389,5528354,1,6,"S","SELFRIDGE",45.95,-100.93333,,
200608,1219390,5528355,1,8,"NE","BOWMAN",46.26667,-103.28333,,
200608,1219206,5528523,1,,"","FT DODGE",,,,
200608,1219207,5528524,1,1,"N","HUGOTON",37.2,-101.35,,
200608,1219207,5528525,1,6,"SE","CIMARRON",37.73333,-100.26667,,
200608,1219208,5528526,1,2,"NE","LIEBENTHAL",38.66667,-99.28333,,
200608,1219208,5528527,1,5,"N","LA CROSSE",38.6,-99.3,,
200608,1219208,5528528,1,5,"S","LA CROSSE",38.46667,-99.3,,
200608,1219208,5528529,1,9,"E","SCHOENCHEN",38.71667,-99.15,,
200608,1219406,5528371,1,,"","BUCHANAN",47.06667,-98.83333,,
200608,1219407,5528372,1,10,"S","GACKLE",46.48333,-99.13333,,
200608,1219408,5528373,1,6,"SE","ASHLEY",45.96667,-99.28333,,
200608,1219409,5528374,1,5,"SW","JUD",46.46667,-98.95,,
200608,1219410,5528375,1,,"","SPIRITWOOD",46.93333,-98.5,,
200608,1219411,5528376,1,5,"S","JUD",46.45,-98.88333,,
200608,1219412,5528377,1,10,"WSW","EDGELEY",46.31667,-98.9,,
200608,1219538,5528378,1,2,"NW","COXSACKIE",42.36667,-73.83333,,
200608,1219437,5528544,1,8,"W","FULLERTON",46.16667,-98.58333,,
200608,1219438,5528545,1,,"","EDGELEY",46.36667,-98.7,,
200608,1219439,5528546,1,1,"S","BERLIN",46.36667,-98.48333,,
200608,1219440,5528547,1,1,"E","FULLERTON",46.16667,-98.4,,
200608,1219441,5528548,1,9,"NNE","FAIRFIELD",47.3,-103.15,,
200608,1219442,5528549,1,,"","MANNING",47.23333,-102.76667,,
200608,1219443,5528550,1,,"","GLEN ULLIN",46.81667,-101.83333,,
200608,1219444,5528551,1,,"","HALLIDAY",47.35,-102.33333,,
200608,1219445,5528552,1,,"","ZAP",47.28333,-101.91667,,
200608,1219446,5528553,1,9,"N","GOLDEN VLY",47.41667,-102.06667,,
200608,1219447,5528554,1,11,"N","ZAP",47.45,-101.91667,,
200608,1219448,5528555,1,7,"N","BEULAH",47.36667,-101.78333,,
200608,1219449,5528556,1,3,"E","HAZEN",47.3,-101.56667,,
200608,1219450,5528557,1,,"","HENSLER",47.25,-101.08333,,
200608,1219545,5528385,1,3,"NW","GREENVILLE CENTER",42.75,-74.05,,
200608,1219546,5528386,1,,"","EARLTON",42.33333,-73.9,,
200608,1219547,5528387,1,,"","GHENT",42.31667,-73.61667,,
200608,1219548,5528388,1,,"","DOLGEVILLE",43.11667,-74.78333,,
200608,1219549,5528389,1,,"","CHESHIRE",42.56667,-73.16667,,
200608,1219459,5528566,1,,"","RICHARDTON",46.88333,-102.31667,,
200608,1219460,5528567,1,3,"SE","(BIS)BISMARCK MUNI A",46.75,-100.7,,
200608,1219461,5528568,1,,"","HEBRON",46.9,-102.03333,,
200608,1219562,5528569,1,,"","WAKEFIELD",36.96667,-76.98333,,
200608,1219562,5528570,1,5,"S","WAVERLY",36.96667,-77.08333,,
200608,1219458,5528565,1,,"","MANDAREE",47.71667,-102.68333,,
200608,1219563,5528571,1,5,"SW","NEW POINT COMFORT",,,,
200608,1219563,5528572,1,,"","CAPE HENRY",,,,
200608,1219564,5528573,1,,"","HERTFORD",,,,
200608,1219564,5528574,1,,"","ELIZABETH CITY",,,,
200608,1220261,5530986,1,,"","",,,,
200608,1220265,5531089,1,,"","",,,,
200608,1220261,5530987,1,,"","",,,,
200608,1220261,5530988,1,,"","",,,,
200608,1220261,5530989,1,,"","",,,,
