FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
197003,19,2308,1005703,9979587,"D","03/19/1970 23:08:00",,"","",197003
197004,19,1236,1005704,10050936,"D","04/19/1970 12:36:00",,"","",197004
197004,27,1410,1005705,10124472,"D","04/27/1970 14:10:00",,"","",197004
197004,27,1445,1005706,10124473,"D","04/27/1970 14:45:00",,"","",197004
197004,18,149,1005707,10134697,"D","04/18/1970 01:49:00",,"","",197004
197004,17,2200,1005708,10133819,"D","04/17/1970 22:00:00",,"","",197004
197004,17,2230,1005709,10133822,"D","04/17/1970 22:30:00",,"","",197004
197004,17,2300,1005710,10133828,"D","04/17/1970 23:00:00",,"","",197004
197004,17,2310,1005711,10133829,"D","04/17/1970 23:10:00",,"","",197004
197004,25,615,1005712,10134949,"D","04/25/1970 06:15:00",,"","",197004
197005,11,2035,1005713,10135837,"D","05/11/1970 20:35:00",,"","",197005
197006,11,2045,1005714,9981033,"D","06/11/1970 20:45:00",,"","",197006
197006,18,1500,1005715,10077195,"D","06/18/1970 15:00:00",,"","",197006
197006,11,1900,1005716,10092223,"D","06/11/1970 19:00:00",,"","",197006
197006,11,2000,1005717,10092227,"D","06/11/1970 20:00:00",,"","",197006
197006,18,1715,1005718,10117868,"D","06/18/1970 17:15:00",,"","",197006
197006,24,1650,1005719,10132706,"D","06/24/1970 16:50:00",,"","",197006
197007,14,1430,1005720,10116668,"D","07/14/1970 14:30:00",,"","",197007
197007,22,1400,1005721,9996439,"D","07/22/1970 14:00:00",,"","",197007
197007,4,1800,1005722,10132716,"D","07/04/1970 18:00:00",,"","",197007
197010,3,1645,1005723,10040166,"D","10/03/1970 16:45:00",,"","",197010
197010,5,1542,1005724,10093362,"D","10/05/1970 15:42:00",,"","",197010
197010,11,2200,1005725,10030888,"D","10/11/1970 22:00:00",,"","",197010
