FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201803,22,0,35630,740496,"D","03/22/2018 00:00:00",,"M","Vehicle/Towed Trailer",201803
201803,22,0,35631,740496,"D","03/22/2018 00:00:00",72,"F","Vehicle/Towed Trailer",201803
201804,13,0,35464,753636,"I","04/13/2018 00:00:00",,"M","Outside/Open Areas",201804
201805,28,0,35476,754296,"D","05/28/2018 00:00:00",7,"M","Under Tree",201805
201802,4,0,34944,730218,"I","02/04/2018 00:00:00",55,"M","Vehicle/Towed Trailer",201802
201802,4,0,34947,730219,"I","02/04/2018 00:00:00",63,"F","Vehicle/Towed Trailer",201802
201802,9,0,34950,730295,"I","02/09/2018 00:00:00",57,"M","Outside/Open Areas",201802
201802,10,0,34951,730812,"I","02/10/2018 00:00:00",42,"M","Vehicle/Towed Trailer",201802
201802,19,0,35266,731146,"I","02/19/2018 00:00:00",31,"F","Vehicle/Towed Trailer",201802
201802,3,0,35264,731151,"I","02/03/2018 00:00:00",15,"F","Vehicle/Towed Trailer",201802
201802,3,0,35265,731151,"I","02/03/2018 00:00:00",19,"M","Vehicle/Towed Trailer",201802
201802,5,0,35009,732556,"I","02/05/2018 00:00:00",73,"M","Vehicle/Towed Trailer",201802
201802,25,0,35267,733561,"I","02/25/2018 00:00:00",21,"M","Camping",201802
201802,18,0,35023,734019,"D","02/18/2018 00:00:00",74,"M","Outside/Open Areas",201802
201802,24,0,35215,737279,"D","02/24/2018 00:00:00",77,"M","Vehicle/Towed Trailer",201802
201802,20,0,35239,737304,"I","02/20/2018 00:00:00",18,"M","Vehicle/Towed Trailer",201802
201802,17,0,35223,739742,"D","02/17/2018 00:00:00",30,"M","Outside/Open Areas",201802
201802,3,0,35248,740978,"I","02/03/2018 00:00:00",22,"M","Vehicle/Towed Trailer",201802
201802,3,0,35249,740979,"I","02/03/2018 00:00:00",17,"F","Vehicle/Towed Trailer",201802
201802,3,0,35250,740979,"I","02/03/2018 00:00:00",13,"F","Vehicle/Towed Trailer",201802
201802,6,0,35255,741419,"D","02/06/2018 00:00:00",22,"M","Outside/Open Areas",201802
201802,20,0,35268,742240,"D","02/20/2018 00:00:00",47,"M","Vehicle/Towed Trailer",201802
201802,21,0,35274,742595,"D","02/21/2018 00:00:00",53,"M","Vehicle/Towed Trailer",201802
201802,18,0,35275,742615,"D","02/18/2018 00:00:00",74,"M","Other",201802
201802,23,0,35284,743137,"I","02/23/2018 00:00:00",,"M","Vehicle/Towed Trailer",201802
201802,22,0,35278,743238,"I","02/22/2018 00:00:00",50,"","Vehicle/Towed Trailer",201802
201802,2,0,35279,743249,"D","02/02/2018 00:00:00",70,"F","Other",201802
201802,2,0,35280,743249,"D","02/02/2018 00:00:00",61,"F","Other",201802
201803,2,0,35261,740887,"D","03/02/2018 00:00:00",45,"M","Vehicle/Towed Trailer",201803
201803,28,0,35277,743228,"I","03/28/2018 00:00:00",48,"M","Vehicle/Towed Trailer",201803
201807,5,0,35878,754786,"D","07/05/2018 00:00:00",,"","Unknown",201807
201807,1,0,35486,755349,"D","07/01/2018 00:00:00",57,"F","Mobile/Trailer Home",201807
201807,5,0,35508,755558,"D","07/05/2018 00:00:00",,"","Unknown",201807
201807,7,0,35489,756196,"D","07/07/2018 00:00:00",62,"M","In Water",201807
201807,5,0,35668,756201,"I","07/05/2018 00:00:00",72,"M","Outside/Open Areas",201807
201807,10,0,35688,756300,"D","07/10/2018 00:00:00",36,"F","Vehicle/Towed Trailer",201807
201807,10,0,35689,756300,"D","07/10/2018 00:00:00",77,"M","Vehicle/Towed Trailer",201807
201807,19,0,35788,758037,"D","07/19/2018 00:00:00",3,"M","Vehicle/Towed Trailer",201807
