FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
196804,4,1,1005660,10034931,"D","04/04/1968 00:01:00",,"","",196804
196804,3,1820,1005661,9982104,"D","04/03/1968 18:20:00",,"","",196804
196804,3,1944,1005662,9982108,"D","04/03/1968 19:44:00",,"","",196804
196804,19,1512,1005663,9982118,"D","04/19/1968 15:12:00",,"","",196804
196804,23,1241,1005664,10038065,"D","04/23/1968 12:41:00",,"","",196804
196804,23,1256,1005665,10083172,"D","04/23/1968 12:56:00",,"","",196804
196804,23,1320,1005666,10083175,"D","04/23/1968 13:20:00",,"","",196804
196804,23,1505,1005667,10083187,"D","04/23/1968 15:05:00",,"","",196804
196804,3,2210,1005668,10124207,"D","04/03/1968 22:10:00",,"","",196804
196804,3,2350,1005669,10034929,"D","04/03/1968 23:50:00",,"","",196804
196804,23,1300,1005670,10033531,"D","04/23/1968 13:00:00",,"","",196804
196805,15,1830,1005671,9983228,"D","05/15/1968 18:30:00",,"","",196805
196805,15,2036,1005672,9983233,"D","05/15/1968 20:36:00",,"","",196805
196805,15,2045,1005673,9983234,"D","05/15/1968 20:45:00",,"","",196805
196805,15,2150,1005674,9983239,"D","05/15/1968 21:50:00",,"","",196805
196805,15,1600,1005675,10007753,"D","05/15/1968 16:00:00",,"","",196805
196805,16,2,1005676,10006558,"D","05/16/1968 00:02:00",,"","",196805
196805,15,2045,1005677,10007757,"D","05/15/1968 20:45:00",,"","",196805
196805,15,1525,1005678,10014278,"D","05/15/1968 15:25:00",,"","",196805
196805,15,1557,1005679,10014286,"D","05/15/1968 15:57:00",,"","",196805
196806,10,1530,1005680,10053432,"D","06/10/1968 15:30:00",,"","",196806
196806,13,1800,1005681,10052728,"D","06/13/1968 18:00:00",,"","",196806
196806,11,1405,1005682,10040731,"D","06/11/1968 14:05:00",,"","",196806
196807,30,1715,1005683,9988760,"D","07/30/1968 17:15:00",,"","",196807
196808,19,1610,1005684,10149793,"D","08/19/1968 16:10:00",,"","",196808
196811,17,1245,1005685,9978436,"D","11/17/1968 12:45:00",,"","",196811
196811,9,1600,1005686,10001504,"D","11/09/1968 16:00:00",,"","",196811
196812,27,1900,1005687,10049712,"D","12/27/1968 19:00:00",,"","",196812
