FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
196901,23,625,1005688,10049738,"D","01/23/1969 06:25:00",,"","",196901
196901,23,725,1005689,10049741,"D","01/23/1969 07:25:00",,"","",196901
196901,23,640,1005690,10049739,"D","01/23/1969 06:40:00",,"","",196901
196903,24,2020,1005691,10154244,"D","03/24/1969 20:20:00",,"","",196903
196904,18,230,1005692,9978452,"D","04/18/1969 02:30:00",,"","",196904
196905,8,1835,1005693,10084349,"D","05/08/1969 18:35:00",,"","",196905
196905,27,1145,1005694,10134868,"D","05/27/1969 11:45:00",,"","",196905
196906,22,100,1005695,10066714,"D","06/22/1969 01:00:00",,"","",196906
196906,22,1740,1005696,10057725,"D","06/22/1969 17:40:00",,"","",196906
196906,22,1835,1005697,10057728,"D","06/22/1969 18:35:00",,"","",196906
196908,6,1610,1005698,10055656,"D","08/06/1969 16:10:00",,"","",196908
196908,6,1650,1005699,10055659,"D","08/06/1969 16:50:00",,"","",196908
196908,6,1750,1005700,10055666,"D","08/06/1969 17:50:00",,"","",196908
196908,9,1657,1005701,10085479,"D","08/09/1969 16:57:00",,"","",196908
196912,25,430,1005702,10029780,"D","12/25/1969 04:30:00",,"","",196912
