FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
199501,7,550,1006550,10320224,"D","01/07/1995 05:50:00",,"","",199501
199501,7,15,1006551,10338624,"D","01/07/1995 00:15:00",,"","",199501
199501,7,45,1006552,10337738,"D","01/07/1995 00:45:00",,"","",199501
199502,16,459,1006553,10314175,"D","02/16/1995 04:59:00",,"","",199502
199502,20,1600,1006554,10319924,"D","02/20/1995 16:00:00",,"","",199502
199503,7,1250,1006555,10330543,"D","03/07/1995 12:50:00",,"","",199503
199504,11,415,1006556,10333191,"D","04/11/1995 04:15:00",,"","",199504
199504,22,1926,1006557,10355590,"D","04/22/1995 19:26:00",,"","",199504
199505,15,1652,1006558,10318988,"D","05/15/1995 16:52:00",,"","",199505
199505,18,1410,1006559,10320545,"D","05/18/1995 14:10:00",,"","",199505
199505,18,1633,1006560,10314318,"D","05/18/1995 16:33:00",,"","",199505
199505,27,2130,1006561,10324863,"D","05/27/1995 21:30:00",,"","",199505
199505,29,1806,1006562,10329561,"D","05/29/1995 18:06:00",,"","",199505
199505,13,2358,1006563,10321932,"D","05/13/1995 23:58:00",,"","",199505
199505,18,1552,1006564,10348737,"D","05/18/1995 15:52:00",,"","",199505
199505,7,2342,1006565,10335092,"D","05/07/1995 23:42:00",,"","",199505
199505,7,100,1006566,10353403,"D","05/07/1995 01:00:00",,"","",199505
199505,7,1510,1006567,10353933,"D","05/07/1995 15:10:00",,"","",199505
199505,24,2115,1006568,10336087,"D","05/24/1995 21:15:00",,"","",199505
199505,7,1524,1006569,10342515,"D","05/07/1995 15:24:00",,"","",199505
199505,26,1844,1006570,10355476,"D","05/26/1995 18:44:00",,"","",199505
199506,30,1838,1006571,10319529,"D","06/30/1995 18:38:00",,"","",199506
199506,26,1430,1006572,10336683,"D","06/26/1995 14:30:00",,"","",199506
199507,4,1510,1006573,10313901,"D","07/04/1995 15:10:00",,"","",199507
199507,12,51,1006574,10321145,"D","07/12/1995 00:51:00",,"","",199507
199507,13,1520,1006575,10331184,"D","07/13/1995 15:20:00",,"","",199507
199507,23,1530,1006576,10322414,"D","07/23/1995 15:30:00",,"","",199507
199507,16,225,1006577,10318683,"D","07/16/1995 02:25:00",,"","",199507
199507,13,1545,1006578,10329085,"D","07/13/1995 15:45:00",,"","",199507
199507,15,637,1006579,10329570,"D","07/15/1995 06:37:00",,"","",199507
199507,13,1925,1006580,10340717,"D","07/13/1995 19:25:00",,"","",199507
199507,13,1945,1006581,10337181,"D","07/13/1995 19:45:00",,"","",199507
199507,15,600,1006582,10338535,"D","07/15/1995 06:00:00",,"","",199507
199507,13,1845,1006583,10340239,"D","07/13/1995 18:45:00",,"","",199507
199507,6,1225,1006584,10345620,"D","07/06/1995 12:25:00",,"","",199507
199507,16,1440,1006585,10340335,"D","07/16/1995 14:40:00",,"","",199507
199507,15,415,1006586,10336405,"D","07/15/1995 04:15:00",,"","",199507
199507,15,420,1006587,10336406,"D","07/15/1995 04:20:00",,"","",199507
199507,15,548,1006588,10336302,"D","07/15/1995 05:48:00",,"","",199507
199508,23,945,1006589,10335897,"D","08/23/1995 09:45:00",,"","",199508
199510,5,600,1006590,10318877,"D","10/05/1995 06:00:00",,"","",199510
199510,4,1130,1006591,10319632,"D","10/04/1995 11:30:00",,"","",199510
199511,10,2302,1006592,10317039,"D","11/10/1995 23:02:00",,"","",199511
199511,11,1700,1006593,10345516,"D","11/11/1995 17:00:00",,"","",199511
199511,11,1900,1006594,10345212,"D","11/11/1995 19:00:00",,"","",199511
199512,18,1320,1006595,10327421,"D","12/18/1995 13:20:00",,"","",199512
199512,19,315,1006596,10320087,"D","12/19/1995 03:15:00",,"","",199512
