FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201301,24,0,19791,421108,"I","01/24/2013 00:00:00",,"","Vehicle/Towed Trailer",999999
201301,27,0,19574,421872,"D","01/27/2013 00:00:00",28,"F","Outside/Open Areas",999999
201301,27,0,19575,421873,"D","01/27/2013 00:00:00",30,"M","Outside/Open Areas",999999
201301,13,0,19577,422507,"I","01/13/2013 00:00:00",42,"M","Vehicle/Towed Trailer",999999
201301,19,0,19578,422671,"D","01/19/2013 00:00:00",60,"M","In Water",999999
201302,2,0,19579,422937,"I","02/02/2013 00:00:00",46,"F","Other",999999
201301,9,0,19587,423156,"I","01/09/2013 00:00:00",1,"M","Vehicle/Towed Trailer",999999
201301,9,0,19588,423156,"I","01/09/2013 00:00:00",3,"M","Vehicle/Towed Trailer",999999
201301,27,0,19798,423269,"I","01/27/2013 00:00:00",,"","Vehicle/Towed Trailer",999999
201301,18,0,19609,424565,"D","01/18/2013 00:00:00",47,"M","In Water",999999
201301,18,0,19610,424565,"D","01/18/2013 00:00:00",46,"M","In Water",999999
201302,23,0,19624,426115,"I","02/23/2013 00:00:00",51,"M","Vehicle/Towed Trailer",999999
201301,27,0,19667,426456,"I","01/27/2013 00:00:00",21,"F","Vehicle/Towed Trailer",999999
201301,30,0,19662,426639,"D","01/30/2013 00:00:00",50,"F","Outside/Open Areas",999999
201302,25,0,19671,427387,"I","02/25/2013 00:00:00",71,"M","Permanent Home",999999
201301,16,0,19672,427445,"I","01/16/2013 00:00:00",60,"M","Vehicle/Towed Trailer",999999
201301,21,0,19686,427488,"D","01/21/2013 00:00:00",38,"M","Outside/Open Areas",999999
201302,18,0,19678,427656,"D","02/18/2013 00:00:00",60,"M","In Water",999999
201303,1,0,19685,427677,"D","03/01/2013 00:00:00",40,"M","Outside/Open Areas",999999
201303,3,0,19680,427678,"D","03/03/2013 00:00:00",,"","Other",999999
201302,26,0,19681,427696,"D","02/26/2013 00:00:00",61,"M","In Water",999999
201302,26,0,19684,427801,"I","02/26/2013 00:00:00",81,"M","Outside/Open Areas",999999
201301,11,0,19691,428112,"I","01/11/2013 00:00:00",,"M","Other",999999
201301,11,0,19692,428112,"I","01/11/2013 00:00:00",,"M","Other",999999
201301,11,0,19693,428112,"I","01/11/2013 00:00:00",,"M","Other",999999
201301,11,0,19694,428112,"I","01/11/2013 00:00:00",,"M","Other",999999
201302,21,0,19696,428124,"D","02/21/2013 00:00:00",74,"F","Mobile/Trailer Home",999999
201301,30,0,19923,428260,"D","01/30/2013 00:00:00",51,"M","Mobile/Trailer Home",999999
201302,26,0,19697,428333,"D","02/26/2013 00:00:00",60,"M","Vehicle/Towed Trailer",999999
201301,30,0,19704,428867,"I","01/30/2013 00:00:00",39,"M","Vehicle/Towed Trailer",999999
201301,27,0,19711,428996,"I","01/27/2013 00:00:00",45,"M","Vehicle/Towed Trailer",999999
201301,1,0,19713,429176,"D","01/01/2013 00:00:00",,"M","In Water",999999
201301,13,0,19715,429178,"D","01/13/2013 00:00:00",40,"M","In Water",999999
201301,31,0,19972,429685,"D","01/31/2013 00:00:00",26,"F","Camping",999999
201301,4,0,19716,429686,"D","01/04/2013 00:00:00",60,"M","Outside/Open Areas",999999
201301,17,0,19717,429697,"D","01/17/2013 00:00:00",71,"M","Vehicle/Towed Trailer",999999
201301,20,0,19720,429700,"D","01/20/2013 00:00:00",70,"M","Unknown",999999
201301,27,0,19723,429789,"I","01/27/2013 00:00:00",24,"F","Vehicle/Towed Trailer",999999
201301,18,0,19724,429868,"D","01/18/2013 00:00:00",7,"M","Outside/Open Areas",999999
201301,18,0,19725,429868,"D","01/18/2013 00:00:00",14,"M","Outside/Open Areas",999999
201301,24,0,19935,429887,"I","01/24/2013 00:00:00",,"","Unknown",999999
201301,21,0,19728,429917,"D","01/21/2013 00:00:00",12,"F","Outside/Open Areas",999999
201301,13,0,19737,430080,"D","01/13/2013 00:00:00",19,"M","Vehicle/Towed Trailer",999999
201301,12,0,19792,430257,"D","01/12/2013 00:00:00",59,"M","Vehicle/Towed Trailer",999999
201302,5,0,20021,430416,"I","02/05/2013 00:00:00",28,"F","Vehicle/Towed Trailer",999999
201301,15,0,19944,430579,"D","01/15/2013 00:00:00",79,"M","Outside/Open Areas",999999
201302,21,0,19797,430751,"D","02/21/2013 00:00:00",,"F","In Water",999999
201303,10,0,19799,431016,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201303,10,0,19800,431017,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201303,10,0,19801,431018,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201303,10,0,19802,431019,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201303,10,0,19803,431020,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201303,10,0,19805,431022,"I","03/10/2013 00:00:00",22,"M","Unknown",999999
201301,24,0,19924,431604,"D","01/24/2013 00:00:00",71,"M","Permanent Home",999999
201301,30,0,19925,431647,"D","01/30/2013 00:00:00",47,"M","Other",999999
201301,16,0,19928,431698,"D","01/16/2013 00:00:00",62,"M","Outside/Open Areas",999999
201301,28,0,19929,431724,"I","01/28/2013 00:00:00",,"F","Vehicle/Towed Trailer",999999
201301,28,0,19930,431724,"I","01/28/2013 00:00:00",,"","Vehicle/Towed Trailer",999999
201301,13,0,19931,431749,"D","01/13/2013 00:00:00",36,"M","Outside/Open Areas",999999
201301,13,0,19932,431749,"D","01/13/2013 00:00:00",10,"M","Outside/Open Areas",999999
201301,13,0,19933,431749,"D","01/13/2013 00:00:00",8,"M","Outside/Open Areas",999999
201301,1,0,19937,431896,"D","01/01/2013 00:00:00",59,"M","In Water",999999
201301,16,0,19941,431929,"I","01/16/2013 00:00:00",21,"M","Permanent Home",999999
201301,16,0,19943,431932,"I","01/16/2013 00:00:00",30,"M","Other",999999
201302,22,0,19950,432073,"I","02/22/2013 00:00:00",55,"M","Vehicle/Towed Trailer",999999
