FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
195503,16,1430,1005348,10075750,"D","03/16/1955 14:30:00",,"","",195503
195503,1,152,1005349,10083328,"D","03/01/1955 01:52:00",,"","",195503
195503,13,2100,1005350,10117464,"D","03/13/1955 21:00:00",,"","",195503
195503,22,1430,1005351,10117756,"D","03/22/1955 14:30:00",,"","",195503
195504,21,141,1005352,9984179,"D","04/21/1955 01:41:00",,"","",195504
195504,24,545,1005353,9979491,"D","04/24/1955 05:45:00",,"","",195504
195504,6,230,1005354,10119605,"D","04/06/1955 02:30:00",,"","",195504
195505,25,1700,1005355,10096409,"D","05/25/1955 17:00:00",,"","",195505
195505,25,2126,1005356,10096417,"D","05/25/1955 21:26:00",,"","",195505
195505,6,1815,1005357,10120496,"D","05/06/1955 18:15:00",,"","",195505
195505,25,2215,1005358,10027629,"D","05/25/1955 22:15:00",,"","",195505
195505,25,2245,1005359,10027630,"D","05/25/1955 22:45:00",,"","",195505
195505,24,1930,1005360,10000336,"D","05/24/1955 19:30:00",,"","",195505
195506,27,1645,1005361,10069367,"D","06/27/1955 16:45:00",,"","",195506
195507,7,1500,1005362,10053169,"D","07/07/1955 15:00:00",,"","",195507
195507,8,210,1005363,10069377,"D","07/08/1955 02:10:00",,"","",195507
195507,2,1800,1005364,10089690,"D","07/02/1955 18:00:00",,"","",195507
195507,15,1420,1005365,10092596,"D","07/15/1955 14:20:00",,"","",195507
195509,16,1430,1005366,10053185,"D","09/16/1955 14:30:00",,"","",195509
195509,22,1745,1005367,10025415,"D","09/22/1955 17:45:00",,"","",195509
195510,28,2000,1005368,10000347,"D","10/28/1955 20:00:00",,"","",195510
195511,15,1530,1005369,9983070,"D","11/15/1955 15:30:00",,"","",195511
