FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
196201,5,1610,1005516,9987249,"D","01/05/1962 16:10:00",,"","",196201
196203,31,800,1005517,9987256,"D","03/31/1962 08:00:00",,"","",196203
196204,28,2130,1005518,10047098,"D","04/28/1962 21:30:00",,"","",196204
196204,8,950,1005519,10152000,"D","04/08/1962 09:50:00",,"","",196204
196205,24,1530,1005520,9986192,"D","05/24/1962 15:30:00",,"","",196205
196205,25,1850,1005521,10119271,"D","05/25/1962 18:50:00",,"","",196205
196205,22,2000,1005522,10013243,"D","05/22/1962 20:00:00",,"","",196205
196205,8,1630,1005523,10152007,"D","05/08/1962 16:30:00",,"","",196205
196208,20,2030,1005524,10083445,"D","08/20/1962 20:30:00",,"","",196208
196208,28,2210,1005525,10032757,"D","08/28/1962 22:10:00",,"","",196208
