FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
198201,3,1455,1006057,10061201,"D","01/03/1982 14:55:00",,"","",198201
198203,15,2025,1006058,10057498,"D","03/15/1982 20:25:00",,"","",198203
198203,15,1757,1006059,10107881,"D","03/15/1982 17:57:00",,"","",198203
198203,15,1815,1006060,10021605,"D","03/15/1982 18:15:00",,"","",198203
198203,15,1935,1006061,10021830,"D","03/15/1982 19:35:00",,"","",198203
198203,15,2020,1006062,10021835,"D","03/15/1982 20:20:00",,"","",198203
198203,30,2030,1006063,10004532,"D","03/30/1982 20:30:00",,"","",198203
198204,2,1715,1006064,9980179,"D","04/02/1982 17:15:00",,"","",198204
198204,2,1720,1006065,9980180,"D","04/02/1982 17:20:00",,"","",198204
198204,2,1745,1006066,9980184,"D","04/02/1982 17:45:00",,"","",198204
198204,2,1812,1006067,9980187,"D","04/02/1982 18:12:00",,"","",198204
198204,2,1820,1006068,9980190,"D","04/02/1982 18:20:00",,"","",198204
198204,2,1900,1006069,9980192,"D","04/02/1982 19:00:00",,"","",198204
198204,3,0,1006070,10062275,"D","04/03/1982 00:00:00",,"","",198204
198204,2,1825,1006071,10058650,"D","04/02/1982 18:25:00",,"","",198204
198204,2,1520,1006072,10128749,"D","04/02/1982 15:20:00",,"","",198204
198204,2,1600,1006073,10128754,"D","04/02/1982 16:00:00",,"","",198204
198205,11,1702,1006074,10109011,"D","05/11/1982 17:02:00",,"","",198205
198205,29,1405,1006075,10005666,"D","05/29/1982 14:05:00",,"","",198205
198205,13,1420,1006076,10130242,"D","05/13/1982 14:20:00",,"","",198205
198205,28,425,1006077,9983636,"D","05/28/1982 04:25:00",,"","",198205
198206,15,1457,1006078,10038542,"D","06/15/1982 14:57:00",,"","",198206
198206,13,1410,1006079,10090053,"D","06/13/1982 14:10:00",,"","",198206
198206,17,2015,1006080,9998665,"D","06/17/1982 20:15:00",,"","",198206
198206,16,1555,1006081,10146401,"D","06/16/1982 15:55:00",,"","",198206
198209,26,300,1006082,9999776,"D","09/26/1982 03:00:00",,"","",198209
198209,3,1530,1006083,10144602,"D","09/03/1982 15:30:00",,"","",198209
198212,24,1837,1006084,10056523,"D","12/24/1982 18:37:00",,"","",198212
198212,2,2110,1006085,10003451,"D","12/02/1982 21:10:00",,"","",198212
198212,2,1450,1006086,9990406,"D","12/02/1982 14:50:00",,"","",198212
198212,2,1500,1006087,9990407,"D","12/02/1982 15:00:00",,"","",198212
198212,24,1630,1006088,9989773,"D","12/24/1982 16:30:00",,"","",198212
198212,24,1818,1006089,9989784,"D","12/24/1982 18:18:00",,"","",198212
