YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
199702,2059155,5590910,1,,"","",,,,
199702,2059152,5590895,1,,"","",,,,
199702,2059152,5590896,1,,"","",,,,
199702,2059152,5590897,1,,"","",,,,
199702,2059152,5590898,1,,"","",,,,
199702,2059155,5590916,1,,"","",,,,
199702,2059154,5590903,1,,"","",,,,
199702,2059154,5590904,1,,"","",,,,
199702,2059160,5590942,1,,"","",,,,
199702,2058458,5591255,1,,"","",,,,
199702,2059184,5591392,1,,"","",,,,
199702,2059184,5591393,1,,"","",,,,
199701,2058233,5591463,1,3,"W","DOUGLAS",34.17,-86.38,3410,8623
199701,2058014,5584655,1,,"","",,,,
199701,2058014,5584656,1,,"","",,,,
199701,2057770,5584789,1,,"","",,,,
199701,2057770,5584790,1,,"","",,,,
199701,2058105,5585292,1,,"","",,,,
199701,2058105,5585293,1,,"","",,,,
199701,2058105,5585294,1,,"","",,,,
199705,2057340,5585340,1,,"","LAREDO",40.03,-93.45,4002,9327
199705,2057340,5585341,2,4,"SSW","HUMPHREYS",40.08,-93.35,4005,9321
199701,2058721,5590874,1,,"","",,,,
199701,2058721,5590875,1,,"","",,,,
199702,2059152,5590894,1,,"","",,,,
199701,2058721,5590876,1,,"","",,,,
199701,2058721,5590877,1,,"","",,,,
199701,2058721,5590878,1,,"","",,,,
199702,2059153,5590902,1,,"","",,,,
199702,2058431,5591007,1,,"","",,,,
199702,2058431,5591008,1,,"","",,,,
199701,1036579,5591077,1,,"","",,,,
199701,1036579,5591078,1,,"","",,,,
199702,2058431,5591010,1,,"","",,,,
199705,2057340,5585342,1,15,"NW","PURDIN",40.1,-93.38,4006,9323
199705,2057340,5585343,1,1,"E","WINIGAN",40.05,-92.88,4003,9253
199705,2057340,5585344,1,1,"N","OAK GROVE",39.02,-94.13,3901,9408
199705,2057340,5585345,2,,"","NOVINGER",40.23,-92.7,4014,9242
199701,2057532,5585388,1,,"","",,,,
199701,2057525,5585150,1,,"","",,,,
199701,2057525,5585151,1,,"","",,,,
199701,2057525,5585152,1,,"","",,,,
199701,2057526,5585158,1,,"","",,,,
199701,2057526,5585159,1,,"","",,,,
199701,2057526,5585160,1,,"","",,,,
199701,2057526,5585161,1,,"","",,,,
199702,2059242,5588124,1,,"","COTTONDALE",33.07,-97.72,3304,9743
199702,2059243,5588125,1,,"","BOYD",33.08,-97.58,3305,9735
199702,2059244,5588126,1,,"","DECATUR",,,,
199702,2058870,5588107,1,,"","",,,,
199702,2058870,5588108,1,,"","",,,,
199701,2058280,5588187,1,,"","",,,,
199701,2058294,5588222,1,,"","",,,,
199701,2058294,5588223,1,,"","",,,,
199703,2059268,5588151,1,,"","",,,,
199703,2059268,5588152,1,,"","",,,,
199703,2059268,5588153,1,,"","",,,,
199703,2059268,5588166,1,,"","",,,,
199703,2057314,5587502,1,,"","KEARNEY",39.37,-94.37,3922,9422
199703,2057315,5587503,1,,"","KANSAS CITY",39.08,-94.57,3905,9434
199703,2057316,5587504,1,,"","MISSOURI CITY",39.23,-94.3,3914,9418
199703,1035026,5587505,1,,"","OLATHE",38.88,-94.82,3853,9449
199703,2057317,5587506,1,,"","VIBBARD",39.38,-94.15,3923,9409
199701,2058264,5587987,1,9,"NW","PLEASANT GROVE",33.58,-87.1,3335,8706
199701,2058265,5587988,1,,"","NORTHPORT",33.22,-87.58,3313,8735
199701,2058266,5587989,1,,"","HUEYTOWN",33.45,-86.97,3327,8658
199701,2058267,5587990,1,,"","GADSDEN",34.02,-86.02,3401,8601
199701,2058268,5587991,1,,"","VESTAVIA HILLS",33.4,-86.78,3324,8647
199701,2058223,5591453,1,,"","LIBERTY PARK",33.48,-86.7,3329,8642
199701,2058224,5591454,1,,"","HOMEWOOD",33.48,-86.77,3329,8646
199703,2061360,5591655,1,,"","",,,,
199702,2058433,5591033,1,,"","",,,,
199702,2058434,5591034,1,,"","",,,,
199702,2058434,5591035,1,,"","",,,,
199702,2058434,5591038,1,,"","",,,,
199702,2058434,5591039,1,,"","",,,,
199702,2058434,5591040,1,,"","",,,,
199702,2058434,5591041,1,,"","",,,,
199701,2058722,5591124,1,,"","",,,,
199702,2058436,5591044,1,,"","",,,,
199701,2057969,5587438,1,,"","",,,,
199702,2058828,5587890,1,,"","",,,,
199701,2057969,5587441,1,,"","",,,,
199701,2057969,5587442,1,,"","",,,,
199701,1036312,5588049,1,,"","",,,,
199702,2057302,5587474,1,,"","",,,,
199703,2057311,5587499,1,,"","RIDGELY",39.45,-94.65,3927,9439
199703,2057312,5587500,1,,"","BETHANY",40.27,-94.03,4016,9402
199703,2057313,5587501,1,,"","SHAWNEE",39.02,-94.72,3901,9443
199701,2058722,5591107,1,,"","",,,,
199702,2058432,5591024,1,,"","",,,,
199702,2058432,5591025,1,,"","",,,,
199702,2058433,5591026,1,,"","",,,,
199702,2058432,5591023,1,,"","",,,,
199701,2058721,5590864,1,,"","",,,,
199701,2058721,5590865,1,,"","",,,,
199701,2058721,5590866,1,,"","",,,,
199702,2058755,5591343,1,8,"S","VICKSBURG",32.23,-90.88,3214,9053
199702,2058756,5591344,1,,"","CLINTON",32.33,-90.33,3220,9020
199702,2057928,5587004,1,,"","WARSAW",35,-78.08,3500,7805
199702,2057929,5587005,1,,"","KINSTON",35.27,-77.58,3516,7735
199702,2057930,5587006,1,5,"W","GREENVILLE",35.62,-77.47,3537,7728
199701,2057931,5587007,1,,"","",,,,
199701,2057291,5587030,1,,"","",,,,
199701,2057291,5587031,1,,"","",,,,
199701,2058483,5588007,1,,"","",,,,
199701,2057490,5587521,1,,"","",,,,
199701,2057490,5587522,1,,"","",,,,
199702,2058476,5591300,1,,"","DOLGEVILLE",,,,
199701,2058478,5591303,1,,"","",,,,
199701,2058478,5591304,1,,"","",,,,
199701,2058478,5591305,1,,"","",,,,
199702,2058757,5591345,1,3,"SW","SAND HILL",32.45,-89.9,3227,8954
199702,2058758,5591346,1,,"","KOSCIUSKO",33.05,-89.58,3303,8935
199702,2058759,5591347,1,5,"SE","WINONA",33.43,-89.67,3326,8940
199702,2058760,5591348,1,3,"N","WINONA",33.53,-89.73,3332,8944
199702,2058761,5591349,1,,"","DELHI",32.45,-91.5,3227,9130
199701,2057494,5587546,1,,"","",,,,
199701,2057971,5587449,1,,"","",,,,
199702,2057301,5587470,1,,"","",,,,
199702,2057302,5587471,1,,"","",,,,
199702,2057302,5587472,1,,"","",,,,
199702,2057302,5587473,1,,"","",,,,
199702,2057302,5587476,1,,"","",,,,
199702,2057302,5587477,1,,"","",,,,
199702,2057302,5587478,1,,"","",,,,
199702,2057302,5587479,1,,"","",,,,
199701,2058000,5587673,1,,"","",,,,
199701,2058000,5587674,1,,"","",,,,
199701,2058001,5587675,1,,"","",,,,
199702,2059245,5588127,1,,"","ATHENS",,,,
199702,2059246,5588128,1,,"","ATHENS",,,,
199701,2058721,5591069,1,,"","",,,,
199701,2058721,5591070,1,,"","",,,,
199701,2058721,5591071,1,,"","",,,,
199702,2059167,5591144,1,,"","",,,,
199701,2058721,5591073,1,,"","",,,,
199701,2058721,5591074,1,,"","",,,,
199701,1036579,5591075,1,,"","",,,,
199702,2058464,5591265,1,,"","",,,,
199702,2058464,5591266,1,,"","",,,,
199702,2058465,5591267,1,,"","",,,,
199702,2058431,5591015,1,,"","",,,,
199704,2057328,5587723,1,,"","",,,,
199701,2058298,5588232,1,,"","",,,,
199701,2058298,5588233,1,,"","",,,,
199701,2058298,5588234,1,,"","",,,,
199701,2058298,5588235,1,,"","",,,,
199702,2059297,5588644,1,,"","",,,,
199702,2059297,5588645,1,,"","",,,,
199702,2058841,5588071,1,,"","IONIA",,,,
199702,2058842,5588072,1,,"","MT PLEASANT",,,,
199702,2058843,5588073,1,,"","KALAMAZOO",,,,
199702,2058458,5591256,1,,"","",,,,
199702,2058459,5591257,1,,"","",,,,
199702,2058460,5591258,1,,"","",,,,
199702,2058461,5591259,1,,"","",,,,
199702,2058462,5591260,1,,"","",,,,
199702,2058433,5591030,1,,"","",,,,
199702,2058433,5591031,1,,"","",,,,
199702,2058433,5591032,1,,"","",,,,
199702,2058445,5591055,1,,"","",,,,
199702,2058434,5591036,1,,"","",,,,
199702,2058434,5591037,1,,"","",,,,
199701,2058721,5591066,1,,"","",,,,
199701,2058721,5591067,1,,"","",,,,
199702,2058839,5588069,1,,"","ITHACA",,,,
199702,2058840,5588070,1,,"","LANSING",,,,
199701,2057291,5587032,1,,"","",,,,
199701,2057618,5587125,1,,"","",,,,
199701,2057449,5587053,2,,"","GLASGOW",36.98,-85.9,3659,8554
199701,2057449,5587054,2,2,"W","WISDOM",37,-85.73,3700,8544
199712,2071567,5626370,1,,"","",,,,
199712,2071680,5625868,1,,"","",,,,
199712,2071363,5625786,1,,"","",,,,
199705,2071682,5625871,1,,"","",,,,
199712,2071212,5625720,1,,"","",,,,
199712,2071680,5625869,1,,"","",,,,
199712,2071681,5625870,1,,"","",,,,
199712,2071567,5626374,1,,"","",,,,
199712,2071567,5626373,1,,"","",,,,
199712,2071567,5626376,1,,"","",,,,
199712,2071363,5625795,1,,"","",,,,
199710,2071696,5626070,1,,"","",,,,
199712,2071567,5626375,1,,"","",,,,
199701,2057450,5587055,2,,"","GLASGOW",36.98,-85.9,3659,8554
199702,2058828,5587888,1,,"","",,,,
199701,2057968,5587436,1,,"","",,,,
199701,2057969,5587437,1,,"","",,,,
199701,2057801,5585255,1,,"","",,,,
199701,2057801,5585256,1,,"","",,,,
199712,2071229,5625397,1,,"","",,,,
199712,2071229,5625398,1,,"","",,,,
199712,2071517,5625473,1,,"","",,,,
199712,2071517,5625469,1,,"","",,,,
199712,2071517,5625470,1,,"","",,,,
199712,2071229,5625396,1,,"","",,,,
199712,2071517,5625471,1,,"","",,,,
199712,2071517,5625472,1,,"","",,,,
199712,2071517,5625474,1,,"","",,,,
199712,2071517,5625475,1,,"","",,,,
199712,2071517,5625476,1,,"","",,,,
199712,1050556,5625480,1,,"","",,,,
199712,2071219,5625369,1,,"","",,,,
199703,2057318,5587507,1,,"","HAMILTON",39.73,-94,3944,9400
199703,2057321,5587512,1,,"","MISSION HILLS",,,,
199703,1035032,5587513,1,,"","KANSAS CITY",,,,
199701,2058269,5587992,1,,"","PELL CITY",33.58,-86.28,3335,8617
199701,2058270,5587993,1,,"","PELHAM",33.28,-86.82,3317,8649
199702,2057302,5587480,1,,"","",,,,
199701,2058482,5588006,1,,"","",,,,
199701,2058482,5588004,1,,"","",,,,
199702,2057302,5587485,1,,"","",,,,
199702,2057302,5587486,1,,"","",,,,
199702,2057302,5587487,1,,"","",,,,
199702,2057303,5587488,1,,"","",,,,
199701,2057496,5587555,1,,"","",,,,
199710,2071696,5626068,1,,"","",,,,
199712,2071567,5626371,1,,"","",,,,
199702,2058442,5591052,1,,"","",,,,
199702,2058443,5591053,1,,"","",,,,
199702,2058444,5591054,1,,"","",,,,
199701,2058174,5591000,1,,"","",,,,
199702,2058454,5591064,1,,"","CAIRO ARPT",37.07,-89.22,3704,8913
199701,2057496,5587556,1,,"","",,,,
199702,2058828,5587892,1,,"","",,,,
199701,2057971,5587447,1,,"","",,,,
199701,2057971,5587448,1,,"","",,,,
199702,2058828,5587894,1,,"","",,,,
199701,2057971,5587453,1,,"","",,,,
199701,2057971,5587454,1,,"","",,,,
199701,2057971,5587455,1,,"","",,,,
199702,2058870,5588103,1,,"","",,,,
199702,2058870,5588104,1,,"","",,,,
199701,2058280,5588182,1,,"","",,,,
199701,2058280,5588183,1,,"","",,,,
199701,2058720,5590852,1,,"","",,,,
199701,2058720,5590853,1,,"","",,,,
199702,2058458,5591254,1,,"","",,,,
199702,2059184,5591374,1,,"","",,,,
199702,2059184,5591375,1,,"","",,,,
199702,2058752,5591340,1,,"","NATCHEZ",31.57,-91.4,3134,9124
199702,2058753,5591341,1,,"","MEADVILLE",31.47,-90.9,3128,9054
199702,2058754,5591342,1,,"","PORT GIBSON",31.97,-91,3158,9100
199702,2058455,5591065,1,,"","METROPOLIS",,,,
199702,2058431,5591009,1,,"","",,,,
199702,2058431,5591011,1,,"","",,,,
199702,2058431,5591012,1,,"","",,,,
199701,1036579,5591091,1,,"","",,,,
199701,1036579,5591092,1,,"","",,,,
199701,2058174,5591001,1,,"","",,,,
199701,2058174,5591002,1,,"","",,,,
199701,2058174,5591003,1,,"","",,,,
199701,2058174,5591004,1,,"","",,,,
199701,2058174,5591005,1,,"","",,,,
199702,2058431,5591006,1,,"","",,,,
199704,2061964,5591608,1,,"","HOPE",33.67,-93.6,3340,9336
199704,2061965,5591609,2,,"","TEXARKANA",33.43,-94.05,3326,9403
199702,2058436,5591045,1,,"","",,,,
199702,2058436,5591046,1,,"","",,,,
199703,2058437,5591047,1,1,"N","TILDEN",42.07,-97.83,4204,9750
199701,2058722,5591128,1,,"","",,,,
199702,2058723,5591129,1,,"","",,,,
199701,2058721,5591072,1,,"","",,,,
199701,2058720,5590830,1,,"","",,,,
199701,2058720,5590831,1,,"","",,,,
199701,2058720,5590832,1,,"","",,,,
199702,2059154,5590905,1,,"","",,,,
199702,2059154,5590906,1,,"","",,,,
199702,2058463,5591264,1,,"","",,,,
199702,2059155,5590911,1,,"","",,,,
199702,2059155,5590912,1,,"","",,,,
199702,2059155,5590913,1,,"","",,,,
199702,2058844,5588074,1,,"","GRAND RAPIDS",,,,
199702,2058845,5588075,1,,"","REMUS",,,,
199702,1036709,5588076,1,,"","GREENVILLE",,,,
199702,2058846,5588077,1,,"","MONTAGUE",,,,
199702,2058847,5588078,1,,"","FREMONT",,,,
199702,1036712,5588079,1,,"","ROTHBURY",,,,
199702,2058848,5588080,1,,"","GRAND HAVEN",,,,
199702,2058870,5588110,1,,"","",,,,
199702,2058870,5588111,1,,"","",,,,
199701,1036303,5591306,1,,"","",,,,
199701,1036303,5591307,1,,"","",,,,
199701,1036303,5591308,1,,"","",,,,
199701,1036303,5591309,1,,"","",,,,
199702,2058432,5591018,1,,"","",,,,
199702,2058432,5591019,1,,"","",,,,
199702,2058432,5591020,1,,"","",,,,
199702,2058432,5591021,1,,"","",,,,
199702,2059160,5590926,1,,"","",,,,
199702,2059160,5590927,1,,"","",,,,
199702,2058446,5591056,1,,"","",,,,
199702,2058447,5591057,1,,"","",,,,
199702,2058448,5591058,1,,"","(HOP)FT CAMPBELL AAF",36.67,-87.5,3640,8730
199704,2057322,5587514,1,,"","",,,,
199704,2057322,5587515,1,,"","",,,,
199704,2057322,5587516,1,,"","",,,,
199704,2057322,5587517,1,,"","",,,,
199704,2057322,5587518,1,,"","",,,,
199704,2057322,5587519,1,,"","",,,,
199704,2057327,5587710,1,,"","",,,,
199702,2059155,5590914,1,,"","",,,,
199702,2058477,5591301,1,,"","",,,,
199701,2058478,5591302,1,,"","",,,,
199702,2058474,5591298,1,,"","",,,,
199702,2058475,5591299,1,,"","VILLAGE DOLGEVILLE",,,,
199702,2059156,5590917,1,,"","",,,,
