FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
198801,19,1130,1006297,10121593,"D","01/19/1988 11:30:00",,"","",198801
198801,19,1152,1006298,10121594,"D","01/19/1988 11:52:00",,"","",198801
198801,19,1158,1006299,10121595,"D","01/19/1988 11:58:00",,"","",198801
198803,29,1445,1006300,10044375,"D","03/29/1988 14:45:00",,"","",198803
198803,28,1805,1006301,10105510,"D","03/28/1988 18:05:00",,"","",198803
198803,17,1045,1006302,10139634,"D","03/17/1988 10:45:00",,"","",198803
198804,16,1430,1006303,10076954,"D","04/16/1988 14:30:00",,"","",198804
198804,19,230,1006304,10001120,"D","04/19/1988 02:30:00",,"","",198804
198805,7,2139,1006305,10082037,"D","05/07/1988 21:39:00",,"","",198805
198805,8,1500,1006306,10002626,"D","05/08/1988 15:00:00",,"","",198805
198805,9,2017,1006307,10029429,"D","05/09/1988 20:17:00",,"","",198805
198806,1,1518,1006308,10116161,"D","06/01/1988 15:18:00",,"","",198806
198806,26,1620,1006309,10088255,"D","06/26/1988 16:20:00",,"","",198806
198806,20,2012,1006310,10020027,"D","06/20/1988 20:12:00",,"","",198806
198806,3,500,1006311,10140575,"D","06/03/1988 05:00:00",,"","",198806
198807,10,1800,1006312,9982987,"D","07/10/1988 18:00:00",,"","",198807
198807,16,1500,1006313,10052888,"D","07/16/1988 15:00:00",,"","",198807
198807,1,1600,1006314,10076476,"D","07/01/1988 16:00:00",,"","",198807
198807,25,2142,1006315,9991931,"D","07/25/1988 21:42:00",,"","",198807
198808,27,1605,1006316,9984079,"D","08/27/1988 16:05:00",,"","",198808
198808,16,735,1006317,10055140,"D","08/16/1988 07:35:00",,"","",198808
198808,16,930,1006318,10055148,"D","08/16/1988 09:30:00",,"","",198808
198808,14,1835,1006319,10054045,"D","08/14/1988 18:35:00",,"","",198808
198808,14,2056,1006320,10054050,"D","08/14/1988 20:56:00",,"","",198808
198808,28,1330,1006321,10075156,"D","08/28/1988 13:30:00",,"","",198808
198808,23,1515,1006322,9993021,"D","08/23/1988 15:15:00",,"","",198808
198808,10,1450,1006323,10010802,"D","08/10/1988 14:50:00",,"","",198808
198808,28,1415,1006324,10110809,"D","08/28/1988 14:15:00",,"","",198808
198809,17,445,1006325,10139253,"D","09/17/1988 04:45:00",,"","",198809
198811,19,2215,1006326,10061065,"D","11/19/1988 22:15:00",,"","",198811
198811,15,1610,1006327,10070865,"D","11/15/1988 16:10:00",,"","",198811
198811,28,0,1006328,10089411,"D","11/28/1988 00:00:00",,"","",198811
198811,28,55,1006329,10089413,"D","11/28/1988 00:55:00",,"","",198811
198811,15,1950,1006330,9993070,"D","11/15/1988 19:50:00",,"","",198811
198811,5,15,1006331,9998902,"D","11/05/1988 00:15:00",,"","",198811
198811,15,2144,1006332,9989694,"D","11/15/1988 21:44:00",,"","",198811
198811,15,2205,1006333,9989696,"D","11/15/1988 22:05:00",,"","",198811
198811,15,2245,1006334,10004872,"D","11/15/1988 22:45:00",,"","",198811
198812,24,604,1006335,10122746,"D","12/24/1988 06:04:00",,"","",198812
