FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
199803,31,0,1002613,5655515,"D","03/31/1998 12:00:00",39,"M","In Water",199803
199803,8,0,1002405,5632268,"D","03/08/1998 12:00:00",59,"M","Vehicle/Towed Trailer",199803
199803,8,0,1002406,5632268,"D","03/08/1998 12:00:00",4,"F","Vehicle/Towed Trailer",199803
199803,8,0,1002407,5632462,"D","03/08/1998 12:00:00",32,"M","Vehicle/Towed Trailer",199803
199804,3,0,1002413,5639118,"D","04/03/1998 12:00:00",42,"M","Outside/Open Areas",199804
199804,8,0,1002414,5639755,"D","04/08/1998 12:00:00",72,"M","Permanent Home",199804
199804,16,0,1002416,5638634,"D","04/16/1998 12:00:00",67,"M","Mobile/Trailer Home",199804
199804,16,0,1002417,5638634,"D","04/16/1998 12:00:00",47,"M","Outside/Open Areas",199804
199804,16,0,1002418,5638635,"D","04/16/1998 12:00:00",78,"M","Permanent Home",199804
199804,9,0,1002428,5639378,"D","04/09/1998 12:00:00",38,"F","Mobile/Trailer Home",199804
199804,9,0,1002430,5639380,"D","04/09/1998 12:00:00",13,"F","Mobile/Trailer Home",199804
199804,9,0,1002431,5639380,"D","04/09/1998 12:00:00",30,"F","Mobile/Trailer Home",199804
199804,27,0,1002432,5639380,"D","04/27/1998 12:00:00",49,"M","Mobile/Trailer Home",199804
199804,9,0,1002433,5638672,"D","04/09/1998 12:00:00",51,"M","Business",199804
199804,9,0,1002436,5636619,"D","04/09/1998 12:00:00",,"F","Business",199804
199804,23,0,1002437,5636622,"D","04/23/1998 12:00:00",64,"M","Vehicle/Towed Trailer",199804
199804,8,0,1002439,5637197,"D","04/08/1998 12:00:00",29,"M","Mobile/Trailer Home",199804
199804,8,0,1002440,5637197,"D","04/08/1998 12:00:00",33,"F","Mobile/Trailer Home",199804
199804,8,0,1002441,5637201,"D","04/08/1998 12:00:00",76,"F","Permanent Home",199804
