YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
199807,2083447,5661590,1,,"","LORAIN",41.47,-82.18,4128,8211
199807,2083448,5661591,1,,"","COUNTYWIDE",41.13,-82.57,4108,8234
199806,1067633,5661787,1,,"","",,,,
199807,2082574,5662806,1,,"","",,,,
199807,2082810,5662932,1,,"","NASHVILLE",42.6,-85.08,4236,8505
199807,1066704,5662719,1,9,"N","SHARON",37.38,-98.43,3723,9826
199807,1066883,5663332,1,5,"N","HUMNOKE",34.6,-91.77,3436,9146
199807,1066883,5663333,1,,"","HUMNOKE",34.53,-91.77,3432,9146
199808,2084486,5664525,1,,"","JEFFERSON",43,-88.8,4300,8848
199809,2149119,5664629,1,,"","DUBLIN",32.53,-82.9,3232,8254
199809,2149120,5664630,1,,"","COUNTYWIDE",,,,
199809,2149120,5664631,1,3,"SE","DESOTO",31.92,-84.03,3155,8402
199809,2149120,5664632,1,6,"N","ELLAVILLE",32.32,-84.3,3219,8418
199809,2149120,5664633,1,,"","ANDERSONVILLE",32.2,-84.13,3212,8408
199809,2149120,5664634,1,,"","DESOTO",31.95,-84.07,3157,8404
199809,2149120,5664635,1,3,"W","IDEAL",32.37,-84.23,3222,8414
199808,2084505,5664627,1,,"","LOXAHATCHEE",26.68,-80.35,2641,8021
199808,1068801,5664868,1,,"","MEMPHIS",,,,
199810,2084743,5664387,1,,"","",,,,
199810,2084743,5664388,1,,"","",,,,
199808,2084487,5664528,1,,"","ARLINGTON",,,,
199806,2084184,5665537,1,,"","ELKTON",,,,
199806,2084185,5665538,1,,"","NEWPORT",,,,
199806,2084186,5665539,1,,"","NORTHEAST PORTION",,,,
199806,2084187,5665540,1,,"","MANALAPAN",40.27,-74.4,4016,7424
199807,2082947,5663342,1,,"","THORNTON",33.78,-92.48,3347,9229
199807,2082948,5663343,1,,"","HERMITAGE",33.45,-92.18,3327,9211
199807,2082950,5663346,1,5,"W","LITTLE ROCK",34.73,-92.37,3444,9222
199807,2082950,5663347,1,5,"W","LITTLE ROCK",34.73,-92.37,3444,9222
199807,2082951,5663348,1,,"","WALDRON MUNI ARPT",34.87,-94.12,3452,9407
199807,2082952,5663349,1,,"","DAISY",34.23,-93.73,3414,9344
199807,1066704,5662720,1,3,"NNW","INGALLS",37.87,-100.47,3752,10028
199807,1066704,5662721,1,3,"NW","DODGE CITY",37.78,-100.05,3747,10003
199807,2082773,5662708,1,,"","KENDALL",37.93,-101.55,3756,10133
199807,2082773,5662709,2,11,"SW","LAKIN",37.83,-101.4,3750,10124
199805,2082787,5662840,1,,"","BRIGHTON",41.18,-91.82,4111,9149
