YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
200406,1172580,5403822,1,,"","WHITE OAK",32.53333,-94.86667,,
200406,1172676,5404228,1,2,"E","CANONSBURG",40.25,-80.16667,,
200406,1172677,5404229,1,,"","EAST PALESTINE",,,,
200406,1172678,5404230,1,,"","BEAVER FALLS",,,,
200406,1172679,5404231,1,,"","HARMONY",,,,
200406,1172680,5404232,1,1,"SE","ELDERTON",40.68333,-79.33333,,
200406,1172681,5404233,1,,"","SOUTH GREENSBURG",40.28333,-79.53333,,
200406,1172682,5404234,1,,"","BEAVER",40.68333,-80.33333,,
200406,1172683,5404235,1,,"","SARAHSVILLE",,,,
200406,1172684,5404236,1,6,"S","CONNELLSVILLE",,,,
200406,1172753,5404237,1,1,"E","NORENE",,,,
200406,1172753,5404238,1,,"","STATESVILLE",,,,
200406,1172754,5404239,1,,"","MT PLEASANT",35.53333,-87.2,,
200406,1172755,5404240,1,,"","LANTANA",,,,
200406,1173914,5406653,1,10,"S","PRINGLE",43.45,-103.6,,
200406,1173914,5406654,1,10,"WNW","HOT SPGS",43.48333,-103.66667,,
200406,1173914,5406655,1,2,"W","HOT SPGS",43.43333,-103.51667,,
200406,1173915,5406656,1,,"","WOUNDED KNEE",43.13333,-102.36667,,
200406,1173915,5406657,1,8,"SW","BATESLAND",43.01667,-102.25,,
200406,1173916,5406658,1,2,"E","BELLE FOURCHE",44.66667,-103.83333,,
200406,1174006,5406659,1,,"","HURRICANE",38.41667,-82.46667,,
200406,1174006,5406660,1,,"","(CRW) YEAGER ARPT",38.4,-82.5,,
200406,1173866,5406841,1,5,"NE","PERU",,,,
200406,1173866,5406842,1,,"","WASHINGTON CENTER",41.05,-85.51667,,
200406,1173866,5406843,1,,"","WASHINGTON CENTER",41.05,-85.51667,,
200406,1173866,5406844,1,,"","LUTHER",41,-85.56667,,
200406,1173866,5406845,1,,"","FT WAYNE",41.06667,-85.13333,,
200406,1173992,5406875,1,,"","AMHERST",37.58333,-79.05,,
200406,1173992,5406876,1,1,"NW","MC ADAM",37.05,-80.75,,
200406,1173993,5406877,1,,"","RUPERT",37.95,-80.68333,,
200406,1173993,5406878,1,,"","GREEN SULPHUR SPGS",37.8,-80.81667,,
200406,1173994,5406879,1,,"","CHILHOWIE",,,,
200406,1173994,5406880,1,10,"NE","MARION",,,,
200406,1173995,5406881,1,,"","MATOAKA",37.41667,-81.25,,
200406,1173610,5406882,1,,"","PARK CITY",37.1,-86.05,,
200406,1173611,5406883,1,,"","RICHMOND",,,,
200406,1173612,5406884,1,,"","JASPER",,,,
200406,1173498,5407283,1,,"","",,,,
200406,1173499,5407284,1,,"","",,,,
200406,1173652,5407285,1,,"","WATSON",30.58333,-90.95,,
200406,1173653,5407286,1,,"","FRANKLINTON",30.85,-90.15,,
200406,1173654,5407287,1,,"","MARINGOUIN",30.48333,-91.51667,,
200406,1173655,5407288,1,,"","MOSS PT",30.41667,-88.5,,
200405,1171689,5401946,1,8,"SE","RAVENNA",40.13333,-99.45,,
200405,1171689,5401947,1,,"","HOLDREGE",40.1,-99.31667,,
200405,1171689,5401948,1,2,"NE","HEBRON",40.1,-99.18333,,
200405,1172302,5403819,1,,"","JANESVILLE",42.68333,-89.01667,,
200406,1172578,5403820,1,,"","LINDALE",32.51667,-95.4,,
200406,1172579,5403821,1,2,"W","KILGORE",32.38333,-94.91667,,
200406,1173942,5407331,1,10,"SE","LEWISTOWN",46.96667,-109.26667,,
200406,1173943,5407332,1,10,"NE","LINCOLN",,,,
200406,1173944,5407333,1,10,"NE","LINCOLN",,,,
200406,1173945,5407334,1,10,"SW","BABB",48.75,-113.58333,,
200406,1173946,5407335,1,,"","WHITE SULPHUR SPGS",46.55,-110.91667,,
200406,1173947,5407336,1,,"","KIOWA",48.55,-113.26667,,
200406,1173948,5407337,1,,"","SIMMS",47.5,-111.93333,,
200406,1173949,5407338,1,,"","CHOTEAU",47.81667,-112.18333,,
200406,1173950,5407339,1,15,"W","CASCADE",47.26667,-112.03333,,
200406,1174041,5407572,1,12,"NE","SHERIDAN LAKE",38.58333,-102.13333,,
200406,1173761,5407649,1,,"","",,,,
200406,1173761,5407650,1,,"","",,,,
200406,1173761,5407651,1,,"","",,,,
200406,1173761,5407652,1,,"","",,,,
200406,1173762,5407653,1,31,"S","MOUTH OF SABINE RIVER",,,,
200406,1173763,5407654,1,42,"S","MOUTH OF SABINE RIVER",,,,
200406,1173764,5407655,1,30,"S","CAMERON",,,,
200406,1173765,5407656,1,,"","RAGLEY",,,,
200406,1173766,5407657,1,39,"SSE","CAMERON",,,,
200406,1173767,5407658,1,35,"S","CAMERON",,,,
200406,1173656,5407289,1,4,"S","PICAYUNE",30.48333,-89.68333,,
200406,1173888,5407326,1,,"","LINCOLN",40.15,-89.36667,,
200406,1173888,5407327,1,,"","MC LEAN",40.31667,-89.16667,,
200406,1173888,5407328,1,,"","DANVILLE",40.13333,-87.61667,,
200406,1173940,5407329,1,22,"SW","LEWISTOWN",46.83333,-109.75,,
200406,1173941,5407330,1,16,"SW","HOBSON",46.83333,-110.1,,
200406,1173788,5406333,1,,"","MT STERLING",38.05,-83.95,,
200406,1173789,5406334,1,,"","JUDY",38.13333,-83.96667,,
200406,1173790,5406335,1,,"","ROYALTON",37.68333,-83.01667,,
200406,1173791,5406336,1,,"","IVYTON",37.71667,-82.98333,,
200406,1173792,5406337,1,,"","VAN LEAR JCT",37.75,-82.75,,
200406,1173793,5406338,1,,"","HINDMAN",37.33333,-82.98333,,
200406,1173794,5406339,1,,"","HAROLD",37.55,-82.63333,,
200406,1174210,5406340,1,,"","RYAN",34.01667,-97.95,,
200406,1174210,5406341,1,3,"W","RANDLETT",34.18333,-98.51667,,
200406,1173918,5406342,1,,"","MOUNDS",36.21667,-96.36667,,
200406,1173581,5406397,1,,"","WESTMINSTER",39.58333,-77,,
200406,1173584,5406465,1,5,"SE","ANNAPOLIS",,,,
200406,1173584,5406466,1,7,"W","RIVIERA BEACH",,,,
200406,1173585,5406467,1,5,"W","WALLVILLE",,,,
200406,1173585,5406468,1,,"","BRANDYWINE",,,,
200406,1173867,5406929,1,,"","ANTWERP",41.18333,-84.73333,,
200406,1173867,5406930,1,,"","DEFIANCE",41.28333,-84.35,,
200406,1173867,5406931,1,,"","COUNTYWIDE",41.11667,-84.56667,,
200406,1173867,5406932,1,,"","COUNTYWIDE",41.33333,-84.5,,
200406,1173867,5406933,1,,"","NEY",,,,
200406,1173867,5406934,1,3,"S","NEW BAVARIA",41.15,-84.16667,,
200406,1173867,5406935,1,,"","MILLER CITY",41.1,-84.13333,,
200406,1173977,5406936,1,1,"E","BLANKET",31.81667,-98.76667,,
200406,1173977,5406937,1,,"","COUNTYWIDE",31.16667,-98.81667,,
200406,1173978,5406938,1,,"","HASKELL",33.16667,-99.75,,
200406,1173978,5406939,1,,"","ALBANY",32.73333,-99.3,,
200406,1173978,5406940,1,,"","ALBANY",32.73333,-99.3,,
200406,1173978,5406941,1,,"","",,,,
200406,1173978,5406942,1,,"","",,,,
200406,1173978,5406943,1,,"","",,,,
200406,1173867,5407015,1,,"","COUNTYWIDE",,,,
200406,1173868,5407016,1,,"","MICHIGAN CITY",41.71667,-86.9,,
200406,1173868,5407017,1,,"","SOUTH BEND",41.66667,-86.25,,
200406,1173868,5407018,1,,"","ELKHART",41.68333,-85.96667,,
200406,1173868,5407019,1,,"","NORTH WEBSTER",41.31667,-85.7,,
200406,1173868,5407020,1,2,"S","PERU",40.71667,-86.06667,,
200406,1173868,5407021,1,,"","LIGONIER",41.46667,-85.58333,,
200406,1173868,5407022,1,5,"NW","ANGOLA",41.68333,-85.06667,,
200406,1173590,5406616,1,2,"S","DUNKIRK",,,,
200406,1173590,5406617,1,,"","WESTERNPORT",,,,
200406,1173591,5406618,1,10,"W","RIVIERA BEACH",,,,
200406,1173591,5406619,1,3,"N","RIVIERA BEACH",,,,
200406,1173591,5406620,1,3,"NW","POOLES ISLAND",,,,
